"Col0"	"Col1"	"Col2"	"Col3"	"Col4"	"Col5"	"Col6"	"Col7"	"Col8"	"Col9"	"Col10"	"Col11"	"Col12"	"Col13"	"Col14"	"Col15"	"Col16"	"Col17"	"Col18"	"Col19"	"Col20"	"Col21"	"Col22"	"Col23"	"Col24"	"Col25"	"Col26"	"Col27"	"Col28"	"Col29"	"Col30"	"Col31"	"Col32"	"Col33"	Class
"s1"	"s0"	"s0.74449"	"s-0.0239"	"s0.70772"	"s0.03309"	"s0.72243"	"s0.16912"	"s0.79228"	"s0.07721"	"s0.81434"	"s0.43934"	"s0.63787"	"s0.00551"	"s0.70772"	"s0.21691"	"s1.0"	"s0.06066"	"s0.61029"	"s0.05147"	"s0.67463"	"s0.04228"	"s0.52022"	"s-0.25"	"s0.72978"	"s-0.15809"	"s0.61727"	"s0.07124"	"s0.30882"	"s0.0864"	"s0.55916"	"s0.07458"	"s0.60294"	"s0.21691"	true
"s1"	"s0"	"s0.61538"	"s0.18923"	"s0.78157"	"s0.0178"	"s0.77486"	"s0.02647"	"s0.65077"	"s-0.10308"	"s0.77538"	"s0.08"	"s0.73961"	"s0.0506"	"s0.72322"	"s0.05776"	"s0.68615"	"s-0.08923"	"s0.61692"	"s0.16308"	"s0.66233"	"s0.07573"	"s0.63878"	"s0.08041"	"s0.60154"	"s-0.07231"	"s0.58803"	"s0.08767"	"s0.55077"	"s0.25692"	"s0.53389"	"s0.09207"	"s0.50609"	"s0.09322"	true
"s1"	"s0"	"s0.68317"	"s0.05375"	"s0.84803"	"s0.00202"	"s0.84341"	"s0.00301"	"s0.843"	"s0.09901"	"s0.75813"	"s0.04102"	"s0.81892"	"s0.00585"	"s0.80738"	"s0.00673"	"s0.80622"	"s-0.12447"	"s0.77935"	"s-0.03536"	"s0.76365"	"s0.00909"	"s0.74635"	"s0.00978"	"s0.79632"	"s-0.04243"	"s0.70824"	"s0.01096"	"s0.62235"	"s0.11598"	"s0.66624"	"s0.0119"	"s0.64407"	"s0.01227"	true
"s1"	"s0"	"s0.5"	"s0.0"	"s0.38696"	"s0.10435"	"s0.4913"	"s0.06522"	"s0.46957"	"s-0.03913"	"s0.35652"	"s-0.12609"	"s0.45652"	"s0.04783"	"s0.50435"	"s0.02609"	"s0.35652"	"s0.19565"	"s0.42174"	"s0.14783"	"s0.42174"	"s-0.02609"	"s0.32174"	"s-0.11304"	"s0.47391"	"s-0.0087"	"s0.41789"	"s0.06908"	"s0.38696"	"s0.03913"	"s0.35217"	"s0.14783"	"s0.44783"	"s0.17391"	true
"s1"	"s0"	"s0.7983"	"s0.09417"	"s0.78129"	"s0.20656"	"s0.71628"	"s0.28068"	"s0.6932"	"s0.41252"	"s0.65917"	"s0.50122"	"s0.57898"	"s0.60814"	"s0.4921"	"s0.58445"	"s0.33354"	"s0.67861"	"s0.29587"	"s0.63548"	"s0.09599"	"s0.68104"	"s0.02066"	"s0.72236"	"s-0.08748"	"s0.63183"	"s-0.11925"	"s0.60696"	"s-0.18226"	"s0.56015"	"s-0.25516"	"s0.51701"	"s-0.27339"	"s0.42467"	true
"s1"	"s0"	"s1.0"	"s0.09802"	"s1.0"	"s0.25101"	"s0.9839"	"s0.33044"	"s0.80365"	"s0.5302"	"s0.74977"	"s0.60297"	"s0.56937"	"s0.71942"	"s0.55311"	"s0.74079"	"s0.29452"	"s0.82193"	"s0.21137"	"s0.79777"	"s0.09709"	"s0.82162"	"s-0.01734"	"s0.7987"	"s-0.15144"	"s0.75596"	"s-0.22839"	"s0.69187"	"s-0.31713"	"s0.60948"	"s-0.40291"	"s0.54522"	"s-0.42815"	"s0.44534"	true
"s1"	"s0"	"s0.8941"	"s0.13425"	"s0.87001"	"s0.31543"	"s0.78896"	"s0.43388"	"s0.63388"	"s0.59975"	"s0.54003"	"s0.71016"	"s0.39699"	"s0.76161"	"s0.24266"	"s0.79523"	"s0.09134"	"s0.79598"	"s-0.09159"	"s0.76261"	"s-0.20201"	"s0.66926"	"s-0.30263"	"s0.6261"	"s-0.40552"	"s0.50489"	"s-0.46215"	"s0.40753"	"s-0.50314"	"s0.27252"	"s-0.52823"	"s0.19172"	"s-0.48808"	"s0.05972"	true
"s1"	"s0"	"s0.94631"	"s0.17498"	"s0.90946"	"s0.33143"	"s0.85096"	"s0.4996"	"s0.73678"	"s0.63842"	"s0.59215"	"s0.73838"	"s0.48698"	"s0.83614"	"s0.30459"	"s0.90665"	"s0.17959"	"s0.93429"	"s-0.00701"	"s0.93109"	"s-0.1888"	"s0.89383"	"s-0.33023"	"s0.82492"	"s-0.46534"	"s0.76482"	"s-0.58563"	"s0.66335"	"s-0.67929"	"s0.52564"	"s-0.75321"	"s0.42488"	"s-0.8121"	"s0.26092"	true
"s1"	"s0"	"s0.91767"	"s0.18198"	"s0.8609"	"s0.35543"	"s0.72873"	"s0.45747"	"s0.60425"	"s0.69865"	"s0.50376"	"s0.74922"	"s0.361"	"s0.81795"	"s0.15664"	"s0.83558"	"s0.00396"	"s0.8521"	"s-0.1639"	"s0.77853"	"s-0.35996"	"s0.76193"	"s-0.43087"	"s0.65385"	"s-0.5314"	"s0.53886"	"s-0.60328"	"s0.40972"	"s-0.64511"	"s0.27338"	"s-0.6571"	"s0.13667"	"s-0.64056"	"s0.05394"	true
"s1"	"s0"	"s0.76627"	"s0.21106"	"s0.63935"	"s0.38112"	"s0.48409"	"s0.525"	"s0.15"	"s0.22273"	"s0.13753"	"s0.59565"	"s-0.07727"	"s0.44545"	"s0.0"	"s0.48636"	"s-0.27491"	"s0.42014"	"s-0.56136"	"s0.36818"	"s-0.36591"	"s0.18864"	"s-0.40533"	"s0.07588"	"s-0.38483"	"s-0.03229"	"s-0.33942"	"s-0.12486"	"s-0.2754"	"s-0.19714"	"s-0.19962"	"s-0.24648"	"s-0.11894"	"s-0.27218"	true
"s1"	"s0"	"s0.5894"	"s-0.60927"	"s0.8543"	"s0.55298"	"s0.81126"	"s0.07285"	"s0.56623"	"s0.16225"	"s0.32781"	"s0.24172"	"s0.50331"	"s0.12252"	"s0.63907"	"s0.19868"	"s0.71854"	"s0.42715"	"s0.54305"	"s0.13907"	"s0.65232"	"s0.27815"	"s0.68874"	"s0.07285"	"s0.51872"	"s0.26653"	"s0.49013"	"s0.27687"	"s0.46216"	"s0.28574"	"s0.43484"	"s0.29324"	"s0.40821"	"s0.29942"	true
"s1"	"s0"	"s1.0"	"s0.11385"	"s0.70019"	"s-0.12144"	"s0.81594"	"s0.09677"	"s0.71157"	"s0.01139"	"s0.56167"	"s-0.0778"	"s0.6907"	"s0.12524"	"s0.58634"	"s0.03985"	"s0.53131"	"s-0.03416"	"s0.6945"	"s0.16888"	"s0.72676"	"s0.07211"	"s0.32068"	"s0.05882"	"s0.53321"	"s0.37381"	"s0.4909"	"s0.17951"	"s0.1518"	"s0.32448"	"s0.44141"	"s0.18897"	"s0.56167"	"s0.1518"	true
"s1"	"s0"	"s0.84843"	"s0.06794"	"s0.80562"	"s-0.02299"	"s0.77031"	"s-0.03299"	"s0.66725"	"s-0.0662"	"s0.59582"	"s-0.07666"	"s0.6726"	"s-0.05771"	"s0.6426"	"s-0.06438"	"s0.39199"	"s0.0453"	"s0.71254"	"s0.01394"	"s0.5597"	"s-0.08039"	"s0.5343"	"s-0.08453"	"s0.47038"	"s-0.22822"	"s0.48659"	"s-0.09128"	"s0.52613"	"s-0.08537"	"s0.44277"	"s-0.09621"	"s0.42223"	"s-0.09808"	true
"s1"	"s0"	"s1.0"	"s0.08013"	"s0.96775"	"s-0.00482"	"s0.96683"	"s-0.00722"	"s0.8798"	"s-0.03923"	"s1.0"	"s0.01419"	"s0.96186"	"s-0.01436"	"s0.95947"	"s-0.01671"	"s0.98497"	"s0.01002"	"s0.91152"	"s-0.08848"	"s0.95016"	"s-0.02364"	"s0.94636"	"s-0.02591"	"s0.98164"	"s0.02003"	"s0.93772"	"s-0.03034"	"s1.0"	"s-0.05843"	"s0.92774"	"s-0.03464"	"s0.92226"	"s-0.03673"	true
"s1"	"s0"	"s0.47938"	"s-0.12371"	"s0.42784"	"s-0.12371"	"s0.70103"	"s-0.39175"	"s0.73196"	"s0.07216"	"s0.26289"	"s-0.21649"	"s0.49485"	"s0.15979"	"s0.45361"	"s-0.11856"	"s0.42268"	"s0.06186"	"s0.5"	"s-0.2732"	"s0.54639"	"s0.18557"	"s0.42268"	"s0.08247"	"s0.70619"	"s0.19588"	"s0.53396"	"s-0.12447"	"s0.15464"	"s-0.26289"	"s0.47423"	"s0.04124"	"s0.45361"	"s-0.51546"	true
"s1"	"s0"	"s0.6351"	"s-0.04388"	"s0.7653"	"s0.02968"	"s0.61432"	"s0.36028"	"s0.65358"	"s-0.00462"	"s0.64203"	"s0.08314"	"s0.79446"	"s-0.43418"	"s0.72517"	"s0.54965"	"s0.59584"	"s0.13857"	"s0.6351"	"s0.2194"	"s0.63279"	"s-0.25404"	"s0.70951"	"s0.15359"	"s0.64665"	"s0.23095"	"s0.68775"	"s0.17704"	"s0.61663"	"s0.07621"	"s0.66316"	"s0.19841"	"s0.69053"	"s0.36721"	true
"s1"	"s0"	"s0.50112"	"s-0.03596"	"s0.61124"	"s0.01348"	"s0.58876"	"s0.01573"	"s0.58876"	"s0.02472"	"s0.66742"	"s-0.00449"	"s0.71685"	"s-0.04719"	"s0.66517"	"s0.00899"	"s0.57303"	"s0.02472"	"s0.64719"	"s-0.07416"	"s0.56854"	"s0.14157"	"s0.57528"	"s-0.03596"	"s0.46517"	"s0.04944"	"s0.56588"	"s0.00824"	"s0.4764"	"s-0.03596"	"s0.54607"	"s0.10562"	"s0.60674"	"s-0.0809"	true
"s1"	"s0"	"s0.71521"	"s-0.00647"	"s0.66667"	"s-0.04207"	"s0.63107"	"s-0.05178"	"s0.77994"	"s0.08091"	"s0.67314"	"s0.09709"	"s0.64725"	"s0.15858"	"s0.60194"	"s-0.01942"	"s0.54369"	"s-0.04531"	"s0.46926"	"s-0.10032"	"s0.64725"	"s0.14887"	"s0.39159"	"s0.21683"	"s0.52427"	"s-0.05502"	"s0.45105"	"s4.0E-4"	"s0.31392"	"s-0.06796"	"s0.49191"	"s-0.1068"	"s0.30421"	"s-0.05178"	true
"s1"	"s0"	"s0.68148"	"s0.1037"	"s0.77037"	"s0.03457"	"s0.65185"	"s0.08148"	"s0.60988"	"s-0.00494"	"s0.79012"	"s0.11852"	"s0.59753"	"s0.04938"	"s0.62469"	"s0.0963"	"s0.78272"	"s-0.17531"	"s0.73827"	"s-0.10864"	"s0.48642"	"s0.00988"	"s0.60988"	"s0.08148"	"s0.66667"	"s-0.1284"	"s0.63773"	"s-0.02451"	"s0.76543"	"s0.02222"	"s0.61235"	"s-0.0716"	"s0.51358"	"s-0.04691"	true
"s1"	"s0"	"s0.60678"	"s-0.02712"	"s0.67119"	"s0.04068"	"s0.52881"	"s-0.04407"	"s0.50508"	"s0.03729"	"s0.70508"	"s-0.07797"	"s0.57966"	"s-0.02034"	"s0.5322"	"s0.07797"	"s0.64068"	"s0.11864"	"s0.56949"	"s-0.02373"	"s0.5322"	"s0.00678"	"s0.71525"	"s-0.0339"	"s0.52881"	"s-0.0339"	"s0.57262"	"s0.0075"	"s0.58644"	"s-0.00339"	"s0.58983"	"s-0.02712"	"s0.50169"	"s0.0678"	true
"s1"	"s0"	"s0.49515"	"s0.09709"	"s0.29612"	"s0.05825"	"s0.34951"	"s0.0"	"s0.57282"	"s-0.02427"	"s0.58252"	"s0.02427"	"s0.33495"	"s0.04854"	"s0.52427"	"s0.00485"	"s0.47087"	"s-0.1068"	"s0.43204"	"s0.00485"	"s0.34951"	"s0.05825"	"s0.18932"	"s0.25728"	"s0.31068"	"s-0.15049"	"s0.36547"	"s0.03815"	"s0.3932"	"s0.17476"	"s0.26214"	"s0.0"	"s0.37379"	"s-0.01942"	true
"s1"	"s0"	"s0.98822"	"s0.02187"	"s0.93102"	"s0.341"	"s0.83904"	"s0.35222"	"s0.74706"	"s0.48906"	"s0.73584"	"s0.51879"	"s0.55076"	"s0.60179"	"s0.4313"	"s0.66237"	"s0.318"	"s0.70443"	"s0.28379"	"s0.68873"	"s0.07515"	"s0.73696"	"s0.06338"	"s0.71284"	"s-0.16489"	"s0.69714"	"s-0.16556"	"s0.6051"	"s-0.16209"	"s0.55805"	"s-0.34717"	"s0.44195"	"s-0.33483"	"s0.37465"	true
"s1"	"s0"	"s0.97905"	"s0.1581"	"s0.90112"	"s0.35237"	"s0.82039"	"s0.48561"	"s0.7176"	"s0.64888"	"s0.58827"	"s0.73743"	"s0.40349"	"s0.83156"	"s0.2514"	"s0.84804"	"s0.047"	"s0.85475"	"s-0.12193"	"s0.79749"	"s-0.2618"	"s0.80754"	"s-0.37835"	"s0.71676"	"s-0.51034"	"s0.58324"	"s-0.57587"	"s0.4604"	"s-0.61899"	"s0.30796"	"s-0.65754"	"s0.18345"	"s-0.64134"	"s0.02968"	true
"s1"	"s0"	"s0.99701"	"s0.21677"	"s0.91966"	"s0.4703"	"s0.76902"	"s0.62415"	"s0.53312"	"s0.7812"	"s0.36774"	"s0.88291"	"s0.10107"	"s0.83312"	"s-0.06827"	"s0.89274"	"s-0.28269"	"s0.72073"	"s-0.43707"	"s0.61688"	"s-0.55769"	"s0.4812"	"s-0.65"	"s0.35534"	"s-0.64658"	"s0.15908"	"s-0.66651"	"s0.02277"	"s-0.64872"	"s-0.13462"	"s-0.54615"	"s-0.22949"	"s-0.47201"	"s-0.35032"	true
"s1"	"s0"	"s0.94331"	"s0.19959"	"s0.96132"	"s0.40803"	"s0.80514"	"s0.56569"	"s0.56687"	"s0.7083"	"s0.41836"	"s0.8323"	"s0.14939"	"s0.89489"	"s0.05167"	"s0.93682"	"s-0.24742"	"s0.83939"	"s-0.42811"	"s0.75554"	"s-0.50251"	"s0.62563"	"s-0.65515"	"s0.50428"	"s-0.68851"	"s0.30912"	"s-0.77097"	"s0.15619"	"s-0.75406"	"s-0.04399"	"s-0.75199"	"s-0.17921"	"s-0.66932"	"s-0.34367"	true
"s1"	"s0"	"s0.93972"	"s0.28082"	"s0.80486"	"s0.52821"	"s0.58167"	"s0.73151"	"s0.34961"	"s0.80511"	"s0.10797"	"s0.90403"	"s-0.20015"	"s0.89335"	"s-0.3973"	"s0.82163"	"s-0.58835"	"s0.62867"	"s-0.76305"	"s0.40368"	"s-0.81262"	"s0.18888"	"s-0.81317"	"s-0.04284"	"s-0.75273"	"s-0.26883"	"s-0.63237"	"s-0.46438"	"s-0.46422"	"s-0.61446"	"s-0.26389"	"s-0.70835"	"s-0.08937"	"s-0.71273"	true
"s1"	"s0"	"s0.89835"	"s0.35157"	"s0.67333"	"s0.62233"	"s0.43898"	"s0.94353"	"s-0.03643"	"s0.8051"	"s-0.22838"	"s0.75334"	"s-0.25137"	"s0.48816"	"s-0.57377"	"s0.28415"	"s-0.6675"	"s0.10591"	"s-0.47359"	"s-0.06193"	"s-0.81056"	"s-0.06011"	"s-0.33197"	"s-0.47592"	"s-0.12897"	"s-0.5362"	"s0.07158"	"s-0.51925"	"s0.24321"	"s-0.43478"	"s0.36586"	"s-0.30057"	"s0.42805"	"s0.13297"	true
"s1"	"s0"	"s0.29073"	"s0.10025"	"s0.23308"	"s0.17293"	"s0.03759"	"s0.34336"	"s0.1203"	"s0.26316"	"s0.06266"	"s0.21303"	"s-0.04725"	"s0.12767"	"s-0.06333"	"s0.07907"	"s-0.06328"	"s0.04097"	"s-0.05431"	"s0.01408"	"s-0.04166"	"s-0.0028"	"s-0.02876"	"s-0.01176"	"s-0.01755"	"s-0.01505"	"s-0.00886"	"s-0.01475"	"s-0.0028"	"s-0.0125"	"s9.6E-4"	"s-0.00948"	"s0.0029"	"s-0.00647"	true
"s1"	"s0"	"s0.58459"	"s-0.35526"	"s1.0"	"s0.35338"	"s0.75376"	"s-0.00564"	"s0.82519"	"s0.19361"	"s0.50188"	"s-0.27632"	"s0.65977"	"s0.06391"	"s0.69737"	"s0.14662"	"s0.72368"	"s-0.42669"	"s0.76128"	"s0.04511"	"s0.66917"	"s0.20489"	"s0.84774"	"s-0.40977"	"s0.6485"	"s-0.04699"	"s0.56836"	"s-0.10571"	"s0.5282"	"s-0.13346"	"s0.15602"	"s-0.12218"	"s0.44767"	"s-0.10309"	true
"s1"	"s0"	"s0.83609"	"s0.13215"	"s0.72171"	"s0.06059"	"s0.65829"	"s0.08315"	"s0.23888"	"s0.12961"	"s0.43837"	"s0.2033"	"s0.49418"	"s0.12686"	"s0.44747"	"s0.13507"	"s0.29352"	"s0.02922"	"s0.48158"	"s0.15756"	"s0.32835"	"s0.14616"	"s0.29495"	"s0.14638"	"s0.26436"	"s0.1453"	"s0.23641"	"s0.14314"	"s0.26429"	"s0.16137"	"s0.18767"	"s0.13632"	"s0.16655"	"s0.13198"	true
"s1"	"s0"	"s0.9408"	"s0.11933"	"s0.85738"	"s0.01038"	"s0.85124"	"s0.01546"	"s0.76966"	"s-0.00278"	"s0.84459"	"s0.10916"	"s0.83289"	"s0.03027"	"s0.8268"	"s0.03506"	"s0.74838"	"s0.01943"	"s0.80019"	"s0.02405"	"s0.80862"	"s0.04901"	"s0.80259"	"s0.05352"	"s0.77336"	"s0.0222"	"s0.79058"	"s0.06235"	"s0.85939"	"s0.09251"	"s0.77863"	"s0.0709"	"s0.77269"	"s0.07508"	true
"s1"	"s0"	"s0.87111"	"s0.04326"	"s0.79946"	"s0.18297"	"s0.99009"	"s0.29292"	"s0.89455"	"s-0.08337"	"s0.88598"	"s-0.02028"	"s0.90446"	"s-0.26724"	"s0.8941"	"s0.19964"	"s0.88644"	"s-0.04642"	"s0.84452"	"s-0.00991"	"s0.97882"	"s-0.34024"	"s0.78954"	"s-0.25101"	"s0.86661"	"s-0.09193"	"s0.85967"	"s-0.02908"	"s0.78774"	"s-0.04101"	"s0.75935"	"s0.21812"	"s0.88238"	"s0.09193"	true
"s1"	"s0"	"s0.74916"	"s0.02549"	"s0.98994"	"s0.09792"	"s0.75855"	"s0.12877"	"s0.74313"	"s-0.09188"	"s0.95842"	"s0.02482"	"s0.97921"	"s-0.00469"	"s0.9611"	"s0.10195"	"s0.91482"	"s0.03756"	"s0.71026"	"s0.02683"	"s0.81221"	"s-0.08048"	"s1.0"	"s0.0"	"s0.71764"	"s-0.01207"	"s0.82271"	"s0.02552"	"s0.72435"	"s-0.01073"	"s0.90409"	"s0.11066"	"s0.72837"	"s0.0275"	true
"s1"	"s0"	"s0.47337"	"s0.19527"	"s0.06213"	"s-0.18343"	"s0.62316"	"s0.01006"	"s0.45562"	"s-0.04438"	"s0.56509"	"s0.01775"	"s0.44675"	"s0.27515"	"s0.71598"	"s-0.03846"	"s0.55621"	"s0.12426"	"s0.4142"	"s0.11538"	"s0.52767"	"s0.02842"	"s0.51183"	"s-0.10651"	"s0.47929"	"s-0.02367"	"s0.46514"	"s0.03259"	"s0.5355"	"s0.25148"	"s0.31953"	"s-0.14497"	"s0.34615"	"s-0.00296"	true
"s1"	"s0"	"s0.59887"	"s0.14689"	"s0.69868"	"s-0.13936"	"s0.85122"	"s-0.13936"	"s0.80979"	"s0.02448"	"s0.50471"	"s0.02825"	"s0.6742"	"s-0.0452"	"s0.80791"	"s-0.13748"	"s0.51412"	"s-0.24482"	"s0.81544"	"s-0.14313"	"s0.70245"	"s-0.00377"	"s0.33333"	"s0.06215"	"s0.56121"	"s-0.33145"	"s0.61444"	"s-0.16837"	"s0.52731"	"s-0.02072"	"s0.53861"	"s-0.31262"	"s0.6742"	"s-0.22034"	true
"s1"	"s0"	"s0.84713"	"s-0.03397"	"s0.86412"	"s-0.08493"	"s0.81953"	"s0.0"	"s0.73673"	"s-0.07643"	"s0.71975"	"s-0.13588"	"s0.74947"	"s-0.11677"	"s0.77495"	"s-0.18684"	"s0.78132"	"s-0.21231"	"s0.61996"	"s-0.10191"	"s0.79193"	"s-0.15711"	"s0.89384"	"s-0.03397"	"s0.84926"	"s-0.26115"	"s0.74115"	"s-0.23312"	"s0.66242"	"s-0.22293"	"s0.72611"	"s-0.37792"	"s0.65817"	"s-0.24841"	true
"s1"	"s0"	"s0.87772"	"s-0.08152"	"s0.83424"	"s0.07337"	"s0.84783"	"s0.04076"	"s0.77174"	"s-0.02174"	"s0.77174"	"s-0.05707"	"s0.82337"	"s-0.10598"	"s0.67935"	"s-0.00543"	"s0.88043"	"s-0.20924"	"s0.83424"	"s0.03261"	"s0.86413"	"s-0.05978"	"s0.97283"	"s-0.27989"	"s0.85054"	"s-0.1875"	"s0.83705"	"s-0.10211"	"s0.8587"	"s-0.03261"	"s0.78533"	"s-0.1087"	"s0.79076"	"s-0.00543"	true
"s1"	"s0"	"s0.74704"	"s-0.13241"	"s0.53755"	"s0.16996"	"s0.72727"	"s0.09486"	"s0.69565"	"s-0.11067"	"s0.66798"	"s-0.23518"	"s0.87945"	"s-0.1917"	"s0.73715"	"s0.0415"	"s0.63043"	"s-0.00395"	"s0.63636"	"s-0.11858"	"s0.79249"	"s-0.25296"	"s0.66403"	"s-0.28656"	"s0.67194"	"s-0.10474"	"s0.61847"	"s-0.12041"	"s0.60079"	"s-0.20949"	"s0.37549"	"s0.06917"	"s0.61067"	"s-0.01383"	true
"s1"	"s0"	"s0.46785"	"s0.11308"	"s0.5898"	"s0.00665"	"s0.55432"	"s0.06874"	"s0.47894"	"s-0.13969"	"s0.52993"	"s0.0133"	"s0.63858"	"s-0.16186"	"s0.67849"	"s-0.03326"	"s0.54545"	"s-0.13525"	"s0.52993"	"s-0.04656"	"s0.47894"	"s-0.19512"	"s0.50776"	"s-0.13525"	"s0.41463"	"s-0.20177"	"s0.5393"	"s-0.11455"	"s0.59867"	"s-0.02882"	"s0.53659"	"s-0.11752"	"s0.56319"	"s-0.04435"	true
"s1"	"s0"	"s0.88116"	"s0.27475"	"s0.72125"	"s0.42881"	"s0.61559"	"s0.63662"	"s0.38825"	"s0.90502"	"s0.09831"	"s0.96128"	"s-0.20097"	"s0.892"	"s-0.35737"	"s0.775"	"s-0.65114"	"s0.6221"	"s-0.78768"	"s0.45535"	"s-0.81856"	"s0.19095"	"s-0.83943"	"s-0.08079"	"s-0.78334"	"s-0.26356"	"s-0.67557"	"s-0.45511"	"s-0.54732"	"s-0.60858"	"s-0.30512"	"s-0.667"	"s-0.19312"	"s-0.75597"	true
"s1"	"s0"	"s0.93147"	"s0.29282"	"s0.79917"	"s0.55756"	"s0.59952"	"s0.71596"	"s0.26203"	"s0.92651"	"s0.04636"	"s0.96748"	"s-0.23237"	"s0.9513"	"s-0.55926"	"s0.81018"	"s-0.73329"	"s0.62385"	"s-0.90995"	"s0.362"	"s-0.92254"	"s0.0604"	"s-0.93618"	"s-0.19838"	"s-0.83192"	"s-0.46906"	"s-0.65165"	"s-0.69556"	"s-0.41223"	"s-0.85725"	"s-0.1359"	"s-0.93953"	"s0.10007"	"s-0.94823"	true
"s1"	"s0"	"s0.88241"	"s0.30634"	"s0.73232"	"s0.57816"	"s0.34109"	"s0.58527"	"s0.05717"	"s1.0"	"s-0.09238"	"s0.92118"	"s-0.62403"	"s0.71996"	"s-0.69767"	"s0.32558"	"s-0.81422"	"s0.41195"	"s-1.0"	"s-0.00775"	"s-0.78973"	"s-0.41085"	"s-0.76901"	"s-0.45478"	"s-0.57242"	"s-0.67605"	"s-0.3161"	"s-0.81876"	"s-0.02979"	"s-0.86841"	"s0.25392"	"s-0.82127"	"s0.00194"	"s-0.81686"	true
"s1"	"s0"	"s0.83479"	"s0.28993"	"s0.69256"	"s0.47702"	"s0.49234"	"s0.68381"	"s0.21991"	"s0.86761"	"s-0.08096"	"s0.85011"	"s-0.35558"	"s0.77681"	"s-0.52735"	"s0.58425"	"s-0.7035"	"s0.31291"	"s-0.75821"	"s0.03939"	"s-0.71225"	"s-0.15317"	"s-0.58315"	"s-0.39168"	"s-0.37199"	"s-0.52954"	"s-0.1695"	"s-0.60863"	"s0.08425"	"s-0.61488"	"s0.25164"	"s-0.48468"	"s0.40591"	"s-0.35339"	true
"s1"	"s0"	"s0.9287"	"s0.33164"	"s0.76168"	"s0.62349"	"s0.49305"	"s0.84266"	"s0.21592"	"s0.95193"	"s-0.13956"	"s0.96167"	"s-0.47202"	"s0.8359"	"s-0.70747"	"s0.6549"	"s-0.87474"	"s0.3675"	"s-0.91814"	"s0.05595"	"s-0.89824"	"s-0.26173"	"s-0.73969"	"s-0.54069"	"s-0.50757"	"s-0.74735"	"s-0.22323"	"s-0.86122"	"s0.0781"	"s-0.87159"	"s0.36021"	"s-0.78057"	"s0.59407"	"s-0.6027"	true
"s1"	"s0"	"s0.83367"	"s0.31456"	"s0.65541"	"s0.57671"	"s0.34962"	"s0.70677"	"s0.17293"	"s0.78947"	"s-0.18976"	"s0.79886"	"s-0.41729"	"s0.66541"	"s-0.68421"	"s0.47744"	"s-0.74725"	"s0.19492"	"s-0.7218"	"s-0.04887"	"s-0.6203"	"s-0.28195"	"s-0.49165"	"s-0.53463"	"s-0.26577"	"s-0.66014"	"s-0.0153"	"s-0.69706"	"s0.22708"	"s-0.64428"	"s0.431"	"s-0.51206"	"s0.64662"	"s-0.30075"	true
"s1"	"s0"	"s0.98455"	"s-0.02736"	"s0.98058"	"s-0.04104"	"s1.0"	"s-0.07635"	"s0.9872"	"s0.01456"	"s0.95278"	"s-0.02604"	"s0.985"	"s-0.07458"	"s0.99382"	"s-0.07149"	"s0.97396"	"s-0.09532"	"s0.97264"	"s-0.12224"	"s0.99294"	"s-0.05252"	"s0.95278"	"s-0.08914"	"s0.97352"	"s-0.08341"	"s0.96653"	"s-0.12912"	"s0.93469"	"s-0.14916"	"s0.97132"	"s-0.15755"	"s0.96778"	"s-0.188"	true
"s1"	"s0"	"s0.94052"	"s-0.01531"	"s0.9417"	"s0.01001"	"s0.94994"	"s-0.01472"	"s0.95878"	"s-0.0106"	"s0.94641"	"s-0.0371"	"s0.97173"	"s-0.01767"	"s0.97055"	"s-0.03887"	"s0.95465"	"s-0.04064"	"s0.9523"	"s-0.04711"	"s0.94229"	"s-0.02179"	"s0.92815"	"s-0.04417"	"s0.92049"	"s-0.04476"	"s0.92695"	"s-0.05827"	"s0.90342"	"s-0.07479"	"s0.91991"	"s-0.07244"	"s0.92049"	"s-0.0742"	true
"s1"	"s0"	"s0.97032"	"s-0.14384"	"s0.91324"	"s-0.00228"	"s0.96575"	"s-0.17123"	"s0.9863"	"s0.18265"	"s0.91781"	"s0.00228"	"s0.93607"	"s-0.08447"	"s0.91324"	"s-0.00228"	"s0.86758"	"s-0.08676"	"s0.97032"	"s-0.21233"	"s1.0"	"s0.10274"	"s0.92009"	"s-0.05251"	"s0.92466"	"s0.06849"	"s0.94043"	"s-0.09252"	"s0.97032"	"s-0.20091"	"s0.85388"	"s-0.08676"	"s0.96575"	"s-0.21918"	true
"s1"	"s0"	"s0.52542"	"s-0.0339"	"s0.94915"	"s0.08475"	"s0.52542"	"s-0.16949"	"s0.30508"	"s-0.01695"	"s0.50847"	"s-0.13559"	"s0.64407"	"s0.28814"	"s0.83051"	"s-0.35593"	"s0.54237"	"s0.01695"	"s0.55932"	"s0.0339"	"s0.59322"	"s0.30508"	"s0.86441"	"s0.05085"	"s0.40678"	"s0.15254"	"s0.67287"	"s-0.00266"	"s0.66102"	"s-0.0339"	"s0.83051"	"s-0.15254"	"s0.76271"	"s-0.10169"	true
