Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Att18	Att19	Att20	Att21	Att22	Att23	Att24	Att25	Att26	Att27	Att28	Att29	Att30	Att31	Att32	Att33	Att34	Att35	Att36	Att37	Att38	Att39	Att40	Att41	Att42	Att43	Att44	Att45	Att46	Att47	Att48	Att49	Att50	Att51	Att52	Att53	Att54	Att55	Att56	Att57	Att58	Att59	Att60	Att61	Att62	Att63	Att64	Att65	Att66	Att67	Att68	Att69	Att70	Att71	Att72	Att73	Att74	Att75	Att76	Att77	Att78	Att79	Att80	Att81	Att82	Att83	Att84	Att85	Att86	Att87	Att88	Att89	Att90	Att91	Att92	Att93	Att94	Att95	Att96	Att97	Att98	Att99	Att100	Att101	Att102	Att103	Class
"s-0.095121"	"s0.106916"	"s-0.010753"	"s-0.053214"	"s-0.120627"	"s0.044316"	"s-0.19271"	"s-0.098773"	"s-0.045863"	"s0.184794"	"s-0.031317"	"s0.076961"	"s-0.201913"	"s-0.116842"	"s-0.089088"	"s0.016375"	"s-0.029941"	"s3.7E-5"	"s0.054097"	"s0.251781"	"s0.087403"	"s0.123292"	"s-0.045423"	"s-0.098755"	"s-0.053995"	"s-8.29E-4"	"s0.007798"	"s0.018718"	"s-0.126332"	"s-0.022395"	"s0.030023"	"s0.076973"	"s-0.02442"	"s-0.061876"	"s-0.066562"	"s-0.053618"	"s-0.064741"	"s-0.006226"	"s-0.153281"	"s-0.039077"	"s-0.125619"	"s-0.152003"	"s-0.114367"	"s0.043165"	"s-0.017357"	"s0.506261"	"s-0.052441"	"s0.001792"	"s-0.055408"	"s0.023334"	"s0.021282"	"s-0.048673"	"s0.02885"	"s-0.033898"	"s0.03492"	"s0.005221"	"s0.010234"	"s0.011688"	"s-0.028953"	"s0.073592"	"s0.088708"	"s0.128727"	"s0.058127"	"s0.014419"	"s-0.051739"	"s-2.57E-4"	"s0.015441"	"s0.01016"	"s-0.097005"	"s0.135188"	"s0.045423"	"s0.008714"	"s-0.010286"	"s-0.061045"	"s0.009891"	"s0.011896"	"s0.025279"	"s0.044018"	"s-0.015492"	"s-0.043323"	"s-0.055568"	"s-0.076157"	"s-0.072328"	"s0.103823"	"s0.197653"	"s0.205299"	"s0.094009"	"s-0.074474"	"s-0.07512"	"s-0.090284"	"s-0.086411"	"s0.118422"	"s-0.068124"	"s0.154934"	"s-0.072857"	"s0.117552"	"s-0.051566"	"s-0.057244"	"s-0.07541"	"s0.126889"	"s-0.056146"	"s-0.066535"	"s-0.008967"	false
"s0.009619"	"s-0.013838"	"s0.129151"	"s0.060507"	"s0.092506"	"s-0.019001"	"s0.071825"	"s0.005795"	"s0.006041"	"s-0.019768"	"s-5.62E-4"	"s-0.031258"	"s0.085987"	"s-0.02199"	"s0.090071"	"s-0.109766"	"s0.056551"	"s-0.067677"	"s-0.050393"	"s0.035302"	"s-0.008354"	"s0.141665"	"s0.091398"	"s0.063325"	"s-0.079243"	"s0.140663"	"s0.162282"	"s0.050164"	"s-0.010548"	"s0.114565"	"s0.093646"	"s0.205407"	"s0.006777"	"s-0.026843"	"s-0.00622"	"s-0.028797"	"s-0.016251"	"s-0.024335"	"s-0.064323"	"s-0.158775"	"s-0.06919"	"s-0.035306"	"s-0.103966"	"s-0.177595"	"s-0.041427"	"s-0.103035"	"s-0.098329"	"s-0.127821"	"s0.084505"	"s0.02775"	"s0.015446"	"s-0.065492"	"s-0.062895"	"s0.079692"	"s-0.056819"	"s-0.108727"	"s0.026586"	"s0.077154"	"s0.052897"	"s0.003272"	"s-0.067878"	"s-0.034207"	"s-0.024434"	"s-0.020198"	"s0.116792"	"s-0.138913"	"s0.20441"	"s0.259475"	"s0.182186"	"s-0.044077"	"s-0.052384"	"s-0.049971"	"s0.015959"	"s0.183387"	"s0.177055"	"s0.040897"	"s0.054132"	"s-0.159287"	"s-0.148326"	"s0.082395"	"s0.13119"	"s-0.139334"	"s0.071918"	"s0.085254"	"s-0.128977"	"s-0.128668"	"s0.15366"	"s0.097961"	"s0.15254"	"s0.12045"	"s0.107644"	"s-0.127564"	"s-0.093423"	"s-0.139661"	"s-0.090029"	"s0.097032"	"s-0.085465"	"s-0.08671"	"s0.118768"	"s0.070741"	"s-0.123542"	"s-0.123008"	"s-0.049298"	true
"s0.114365"	"s-0.017068"	"s-0.025385"	"s-0.03979"	"s0.032681"	"s-0.012887"	"s0.044081"	"s-0.024334"	"s0.074165"	"s0.022922"	"s0.066921"	"s0.081752"	"s0.104284"	"s0.099843"	"s0.103725"	"s0.061621"	"s0.069712"	"s0.078483"	"s-0.146286"	"s-0.018871"	"s0.009571"	"s0.067892"	"s0.176425"	"s0.096073"	"s0.080922"	"s-0.005095"	"s-0.011552"	"s0.035924"	"s0.068334"	"s-0.017596"	"s-0.090075"	"s-0.041669"	"s0.047619"	"s0.03021"	"s0.047394"	"s0.002073"	"s0.052864"	"s0.074328"	"s0.043037"	"s-0.035516"	"s-0.0538"	"s0.026837"	"s0.045785"	"s0.045416"	"s0.010942"	"s-0.021482"	"s-0.043081"	"s0.017213"	"s0.074055"	"s0.166641"	"s0.107476"	"s0.061978"	"s0.079782"	"s-0.120162"	"s-0.036551"	"s-0.042175"	"s0.063052"	"s0.078339"	"s-0.014246"	"s-0.111337"	"s-0.231546"	"s-0.130757"	"s-0.033606"	"s-0.100234"	"s0.021233"	"s-0.074783"	"s-0.079078"	"s-0.108859"	"s0.074286"	"s-0.16307"	"s0.006863"	"s-0.092251"	"s0.194168"	"s0.173378"	"s0.011134"	"s-0.063301"	"s-0.065658"	"s-0.26981"	"s-0.156955"	"s0.166442"	"s0.013467"	"s-0.104587"	"s0.22256"	"s-0.116869"	"s0.097903"	"s0.099974"	"s-0.102715"	"s4.87E-4"	"s0.017327"	"s-0.12508"	"s-0.121031"	"s-0.129444"	"s0.018637"	"s-0.120373"	"s0.069316"	"s-0.117915"	"s0.124024"	"s0.115773"	"s-0.083448"	"s-0.108066"	"s-0.088776"	"s0.3406"	"s-0.006755"	false
"s0.110058"	"s0.063983"	"s0.14293"	"s-0.030212"	"s-5.26E-4"	"s-0.020748"	"s-0.045353"	"s0.027492"	"s0.009946"	"s0.05552"	"s-0.019597"	"s0.051185"	"s0.028318"	"s0.026939"	"s-0.100057"	"s0.066851"	"s-0.027694"	"s0.075078"	"s0.059287"	"s-0.033111"	"s0.00698"	"s-0.017469"	"s0.005734"	"s-0.02868"	"s-0.039836"	"s-0.189478"	"s-0.181832"	"s-0.135429"	"s-0.009762"	"s-0.300098"	"s-0.071542"	"s-0.075962"	"s-0.023668"	"s-0.007758"	"s-0.046654"	"s-0.076277"	"s-0.056881"	"s0.049031"	"s-0.017161"	"s-0.062046"	"s-0.170733"	"s-0.093897"	"s-0.076275"	"s0.135562"	"s-0.023255"	"s-0.012156"	"s0.053968"	"s0.094373"	"s0.044671"	"s-0.104032"	"s-0.078894"	"s-0.010524"	"s-0.06416"	"s0.235508"	"s-0.12084"	"s0.088438"	"s0.016412"	"s-0.045486"	"s0.098112"	"s-0.008581"	"s0.125981"	"s0.019751"	"s-0.049856"	"s0.11431"	"s0.013708"	"s0.019969"	"s-0.039311"	"s-0.179868"	"s0.180205"	"s0.211135"	"s0.069899"	"s0.075141"	"s-0.069766"	"s-0.033651"	"s-0.012557"	"s-0.037953"	"s-0.06731"	"s0.071109"	"s0.133789"	"s0.172176"	"s-0.012674"	"s-0.076521"	"s-0.092905"	"s0.152256"	"s-0.098862"	"s-0.100385"	"s0.262562"	"s0.097853"	"s-0.099098"	"s-0.123083"	"s-0.04201"	"s-0.101805"	"s-0.049747"	"s-0.107772"	"s-0.087586"	"s0.090258"	"s0.07272"	"s-0.013709"	"s-0.004234"	"s0.191936"	"s0.2142"	"s-0.089159"	"s-0.10304"	true
"s0.016841"	"s-0.165463"	"s-0.227732"	"s-0.099227"	"s-0.04179"	"s-0.107098"	"s-0.002005"	"s0.16319"	"s0.029178"	"s0.068309"	"s-0.058658"	"s0.135287"	"s0.052869"	"s0.083888"	"s-0.058605"	"s0.212694"	"s0.080173"	"s0.104754"	"s-0.119605"	"s-0.032322"	"s0.053577"	"s0.082883"	"s0.141254"	"s0.108257"	"s0.161977"	"s-0.079518"	"s-0.075347"	"s0.05367"	"s-0.012315"	"s-0.094093"	"s-0.115312"	"s-0.009594"	"s0.210272"	"s0.170739"	"s0.100722"	"s-0.015285"	"s0.014162"	"s0.051177"	"s0.042896"	"s-0.045199"	"s-0.030254"	"s0.091978"	"s0.040697"	"s0.106223"	"s-0.003723"	"s-0.070315"	"s-0.045449"	"s0.106205"	"s0.013638"	"s-0.044648"	"s0.015562"	"s0.02205"	"s-0.003471"	"s0.066777"	"s0.097887"	"s0.141938"	"s0.026513"	"s4.01E-4"	"s-0.062032"	"s-0.165998"	"s-0.120142"	"s-0.094059"	"s-0.068065"	"s-0.119751"	"s-0.090839"	"s0.011174"	"s-0.131176"	"s-0.148143"	"s-0.010767"	"s-0.067006"	"s-0.025767"	"s0.124495"	"s0.098604"	"s0.098366"	"s0.140751"	"s-0.061478"	"s-0.051315"	"s-0.112268"	"s-0.063939"	"s-0.102493"	"s0.070424"	"s-0.060146"	"s-0.147291"	"s0.085475"	"s-0.164235"	"s-0.184555"	"s-0.003466"	"s0.090419"	"s0.095549"	"s0.120125"	"s0.114758"	"s0.033611"	"s0.053846"	"s0.031978"	"s0.108583"	"s0.05404"	"s-0.139039"	"s-0.134406"	"s0.117112"	"s0.04518"	"s-0.181007"	"s0.118692"	"s-0.019778"	false
"s-0.00168"	"s-0.001931"	"s-0.076817"	"s-0.056818"	"s-0.017176"	"s0.020777"	"s-0.025025"	"s-0.074975"	"s0.076903"	"s0.138911"	"s0.025702"	"s0.049824"	"s-0.033196"	"s0.091331"	"s0.016138"	"s0.110677"	"s0.021315"	"s-0.026112"	"s-0.029762"	"s0.224333"	"s0.063101"	"s0.145747"	"s0.079951"	"s0.135696"	"s0.0765"	"s0.194769"	"s0.09221"	"s0.161361"	"s0.074989"	"s0.098154"	"s0.121776"	"s0.188023"	"s0.158359"	"s0.150973"	"s0.160253"	"s0.09182"	"s-0.026698"	"s0.077781"	"s0.028417"	"s0.009657"	"s0.042761"	"s0.025501"	"s0.092217"	"s-0.020322"	"s0.059912"	"s0.026125"	"s0.026798"	"s0.133473"	"s-0.079597"	"s-0.122933"	"s-0.153694"	"s-0.131017"	"s-0.086616"	"s0.177176"	"s-0.070186"	"s0.079006"	"s-0.074042"	"s-0.103145"	"s-0.045045"	"s-0.030578"	"s-0.090217"	"s-0.117126"	"s-0.035739"	"s-0.132746"	"s0.111198"	"s-0.047762"	"s-0.065516"	"s-0.074025"	"s0.095677"	"s-0.078435"	"s-0.191668"	"s-0.140581"	"s0.117161"	"s0.00137"	"s-0.01342"	"s-0.023931"	"s-0.01979"	"s-0.088042"	"s-0.084988"	"s0.033676"	"s0.160429"	"s-0.071535"	"s-0.068759"	"s-0.08016"	"s-0.059074"	"s-0.058792"	"s-0.062358"	"s-0.067865"	"s-0.072357"	"s-0.086865"	"s-0.08774"	"s-0.062581"	"s0.183495"	"s-0.060711"	"s0.194311"	"s-0.062821"	"s0.205771"	"s0.216683"	"s-0.054906"	"s-0.077413"	"s-0.05481"	"s-0.040531"	"s0.019968"	true
"s0.078314"	"s-0.00913"	"s0.023759"	"s0.026074"	"s0.063111"	"s0.029713"	"s0.0641"	"s-4.07E-4"	"s0.061731"	"s0.032704"	"s0.067119"	"s0.029806"	"s0.11321"	"s0.128597"	"s0.120798"	"s0.065998"	"s0.111664"	"s0.072807"	"s-0.036661"	"s-0.006146"	"s0.045163"	"s0.107011"	"s0.121394"	"s0.103198"	"s0.082076"	"s0.154939"	"s0.19572"	"s0.1367"	"s0.001615"	"s0.122503"	"s0.088493"	"s0.051275"	"s0.010082"	"s0.019014"	"s0.061458"	"s0.074862"	"s0.124096"	"s0.099927"	"s0.084601"	"s0.010466"	"s0.029354"	"s0.053709"	"s0.075512"	"s0.051452"	"s0.0391"	"s0.045887"	"s0.015303"	"s0.178693"	"s-0.230659"	"s-0.160682"	"s-0.140692"	"s-0.083927"	"s-0.005489"	"s-0.009858"	"s0.021616"	"s0.174329"	"s-0.2427"	"s-0.217627"	"s0.046656"	"s-0.070666"	"s-0.202522"	"s-0.072256"	"s-0.061699"	"s-0.054757"	"s0.116488"	"s0.056603"	"s0.015427"	"s-0.108435"	"s0.099137"	"s-0.078161"	"s0.03746"	"s-0.118107"	"s0.090844"	"s0.072703"	"s0.026425"	"s-0.049203"	"s0.085609"	"s-0.138936"	"s-0.157427"	"s0.197885"	"s0.146348"	"s-0.083937"	"s-0.071329"	"s-0.107252"	"s-0.056782"	"s-0.05397"	"s-0.061696"	"s-0.074224"	"s-0.075101"	"s-0.09111"	"s-0.089157"	"s-0.058126"	"s0.103206"	"s-0.056095"	"s0.176994"	"s-0.062656"	"s0.138084"	"s0.13513"	"s-0.056036"	"s-0.082"	"s-0.051434"	"s-0.03195"	"s0.084056"	false
"s0.052173"	"s-0.065791"	"s-0.140448"	"s-0.062819"	"s-0.032948"	"s0.034587"	"s0.07253"	"s0.02729"	"s0.037712"	"s0.016365"	"s0.040798"	"s-0.033716"	"s0.017282"	"s-0.011902"	"s0.058755"	"s0.011377"	"s-0.012983"	"s0.004902"	"s-0.189609"	"s0.145885"	"s0.195701"	"s0.143544"	"s0.0852"	"s0.029134"	"s6.25E-4"	"s-0.12107"	"s-0.132979"	"s-0.098196"	"s-0.014555"	"s-0.087759"	"s-0.110641"	"s-0.064478"	"s-0.005525"	"s-0.137451"	"s-0.168287"	"s0.168243"	"s0.161137"	"s0.159531"	"s0.078567"	"s0.026018"	"s0.027535"	"s0.081267"	"s0.092467"	"s-0.05173"	"s0.004968"	"s-0.030982"	"s-0.005618"	"s0.070229"	"s0.206698"	"s0.090773"	"s-0.08434"	"s-0.067274"	"s-0.018366"	"s0.129506"	"s-0.254448"	"s-0.095596"	"s0.085081"	"s-0.009806"	"s0.139526"	"s-0.003271"	"s0.090413"	"s0.078909"	"s0.12841"	"s0.044569"	"s-0.134469"	"s-0.181418"	"s-0.002159"	"s0.057365"	"s-0.016799"	"s-0.092937"	"s-0.200747"	"s-0.09909"	"s0.135851"	"s0.126729"	"s-0.023149"	"s0.039109"	"s0.073955"	"s-0.080585"	"s0.002333"	"s-0.03479"	"s-0.022748"	"s-0.070673"	"s-0.031246"	"s0.171682"	"s-0.042689"	"s-0.008456"	"s0.057741"	"s-0.059163"	"s-0.055149"	"s-0.073914"	"s-0.072306"	"s-0.043913"	"s-0.037671"	"s-0.048622"	"s-0.05236"	"s0.26159"	"s-0.052605"	"s-0.052703"	"s-0.042035"	"s0.286538"	"s-0.044239"	"s-0.018209"	"s0.003104"	true
"s-0.006696"	"s0.007284"	"s0.040414"	"s0.001766"	"s0.009159"	"s-0.020936"	"s-0.014134"	"s-0.070864"	"s-0.103798"	"s-0.057216"	"s-0.080326"	"s-0.095776"	"s-0.053344"	"s-0.040287"	"s-0.00935"	"s-0.034179"	"s-0.023611"	"s-0.05945"	"s0.108516"	"s-0.106236"	"s-0.091559"	"s-0.036815"	"s-0.110525"	"s-0.164977"	"s-0.216386"	"s-0.192349"	"s-0.098556"	"s-0.155117"	"s-0.276353"	"s-0.087752"	"s0.091905"	"s0.086229"	"s-0.027765"	"s-0.100378"	"s-0.088605"	"s-0.036124"	"s-0.025703"	"s-0.049824"	"s-0.004398"	"s-0.06394"	"s-0.023494"	"s0.012234"	"s-0.031433"	"s-0.014438"	"s0.034047"	"s0.064658"	"s0.068221"	"s-0.013851"	"s0.016036"	"s0.012923"	"s-0.001012"	"s0.005758"	"s0.032407"	"s-0.027129"	"s-0.068974"	"s-0.00106"	"s0.024856"	"s0.01535"	"s-0.057407"	"s0.24522"	"s0.260465"	"s0.123098"	"s0.136128"	"s0.032688"	"s-0.033135"	"s-0.018041"	"s0.030871"	"s0.115556"	"s-0.050569"	"s-0.007077"	"s-0.12544"	"s-0.1009"	"s-0.027243"	"s-0.02811"	"s-0.075745"	"s0.07112"	"s0.119144"	"s0.270776"	"s0.19133"	"s0.05443"	"s-0.096481"	"s0.101914"	"s-0.09311"	"s0.192533"	"s-0.096858"	"s-0.098138"	"s0.180814"	"s0.168417"	"s-0.102443"	"s-8.97E-4"	"s-0.003954"	"s-0.101089"	"s0.052362"	"s-0.105419"	"s0.090966"	"s0.158873"	"s-0.095874"	"s-0.095106"	"s-0.090878"	"s0.09411"	"s-0.102385"	"s-0.078733"	"s-0.027028"	true
"s-0.097608"	"s-0.050426"	"s-0.011166"	"s-0.032663"	"s0.071801"	"s-0.027969"	"s-0.149646"	"s-0.047331"	"s-0.067679"	"s-0.024608"	"s0.114163"	"s-0.007227"	"s-0.085244"	"s-0.032017"	"s0.072853"	"s-0.047064"	"s0.083801"	"s0.256525"	"s0.282525"	"s0.011075"	"s-0.183796"	"s-0.132649"	"s-0.170401"	"s-0.26325"	"s-0.194162"	"s-0.138962"	"s-0.054217"	"s-0.103593"	"s-0.186127"	"s0.070712"	"s0.057157"	"s-0.061656"	"s0.039807"	"s0.086353"	"s0.033436"	"s-0.034142"	"s7.44E-4"	"s0.040969"	"s0.058382"	"s-0.001651"	"s0.122315"	"s0.016811"	"s-0.080512"	"s0.096321"	"s0.044771"	"s-0.057558"	"s-0.008029"	"s-0.096592"	"s-0.124795"	"s-0.051204"	"s-0.008079"	"s0.006944"	"s0.09981"	"s-0.072587"	"s0.081368"	"s0.191283"	"s0.045488"	"s0.026509"	"s-0.020788"	"s0.199744"	"s-0.002714"	"s0.07608"	"s0.16587"	"s0.004312"	"s-0.221115"	"s-0.150914"	"s-0.063628"	"s-0.070056"	"s-0.022903"	"s-0.045145"	"s0.161599"	"s-0.057915"	"s-0.083855"	"s-0.153289"	"s-0.131539"	"s-0.168387"	"s0.041028"	"s0.029743"	"s0.125772"	"s-0.049447"	"s-0.072632"	"s-0.089931"	"s0.069118"	"s0.047559"	"s-0.006896"	"s0.049474"	"s-0.046924"	"s-0.049958"	"s-0.017959"	"s0.05982"	"s0.07768"	"s0.031261"	"s0.013736"	"s0.016254"	"s-0.05831"	"s0.07288"	"s-0.074755"	"s-0.071616"	"s0.022581"	"s-0.017394"	"s-0.083257"	"s-0.053248"	"s0.090858"	false
"s0.004809"	"s0.395459"	"s0.016065"	"s-0.024249"	"s-0.018478"	"s0.035062"	"s-0.003172"	"s0.093441"	"s0.077741"	"s-0.048878"	"s0.039389"	"s-0.066389"	"s-0.105189"	"s-0.107003"	"s0.024077"	"s-0.003095"	"s0.028745"	"s-0.080455"	"s0.050823"	"s-0.061456"	"s-0.002096"	"s0.057796"	"s0.008647"	"s-0.032803"	"s0.052485"	"s-0.060831"	"s-0.066083"	"s-0.157305"	"s0.041596"	"s-0.047788"	"s-0.078231"	"s-0.09921"	"s0.255495"	"s0.108183"	"s0.22661"	"s0.242761"	"s-0.063133"	"s-0.044721"	"s-0.028144"	"s0.005292"	"s-0.013593"	"s-0.045373"	"s-0.015665"	"s-0.102994"	"s-0.294589"	"s-0.090334"	"s-0.035008"	"s-0.001662"	"s0.015981"	"s0.028375"	"s6.9E-5"	"s-0.003154"	"s-0.037114"	"s-0.05749"	"s-0.057661"	"s-0.023844"	"s0.045425"	"s0.066062"	"s-0.015658"	"s-0.074825"	"s-0.041114"	"s-0.062447"	"s-0.070603"	"s-0.021787"	"s0.020064"	"s0.140263"	"s0.060014"	"s0.01642"	"s0.016473"	"s0.066744"	"s0.034712"	"s-0.089993"	"s-0.022106"	"s-0.076863"	"s-0.011163"	"s-0.009175"	"s0.074258"	"s3.32E-4"	"s-0.004535"	"s-0.077247"	"s-0.029898"	"s0.192471"	"s-0.022134"	"s0.066911"	"s0.103546"	"s-0.118038"	"s-0.179921"	"s-0.098494"	"s-0.06379"	"s0.247707"	"s0.234286"	"s0.080077"	"s0.096423"	"s0.036624"	"s0.01951"	"s-0.163576"	"s-0.096884"	"s0.027183"	"s-0.077778"	"s0.059328"	"s0.134523"	"s0.004364"	"s-0.129981"	false
"s-0.087558"	"s-0.017302"	"s-0.063951"	"s-0.105109"	"s-0.07197"	"s-0.020289"	"s-0.117771"	"s-0.038305"	"s-0.144693"	"s0.054201"	"s0.066101"	"s-0.191152"	"s-0.205956"	"s-0.078002"	"s-0.082624"	"s0.084987"	"s-0.079691"	"s0.071383"	"s-0.009016"	"s0.050735"	"s-0.026094"	"s0.066461"	"s-0.053401"	"s-0.169153"	"s0.097579"	"s0.118251"	"s0.079592"	"s-0.034613"	"s0.119781"	"s0.019363"	"s-0.068178"	"s-0.007709"	"s0.044319"	"s-0.026178"	"s0.001928"	"s0.093052"	"s0.084711"	"s0.089272"	"s0.0584"	"s-0.065178"	"s0.022398"	"s0.130896"	"s0.056696"	"s0.119654"	"s0.059188"	"s0.036427"	"s0.021284"	"s0.064127"	"s-0.228947"	"s-0.097029"	"s-0.148721"	"s-0.15373"	"s-0.112232"	"s-0.116606"	"s-0.180048"	"s-0.017005"	"s-0.081295"	"s-0.051785"	"s0.007374"	"s0.193805"	"s0.139596"	"s0.211934"	"s0.085269"	"s0.088961"	"s-0.21655"	"s-0.047521"	"s-0.115132"	"s-0.0105"	"s0.199395"	"s0.066045"	"s0.176197"	"s0.07105"	"s-0.053405"	"s-0.043348"	"s-0.161807"	"s-0.017376"	"s0.019107"	"s0.146017"	"s0.24198"	"s-0.025011"	"s-0.031564"	"s-0.059906"	"s-0.018727"	"s0.002986"	"s0.010707"	"s0.008311"	"s-0.03901"	"s0.004222"	"s-0.008212"	"s-0.032363"	"s-0.062589"	"s0.244025"	"s-0.014147"	"s0.001528"	"s-0.047116"	"s-0.043786"	"s-0.048071"	"s-0.048412"	"s0.035413"	"s-0.062292"	"s-0.040561"	"s-0.006716"	"s0.118198"	true
"s0.092986"	"s0.072141"	"s0.179446"	"s0.085395"	"s0.026429"	"s0.124409"	"s-0.019143"	"s-0.017251"	"s-0.002333"	"s0.00633"	"s0.064063"	"s-0.006548"	"s-0.040443"	"s-0.002828"	"s0.087594"	"s0.006474"	"s0.028222"	"s0.041567"	"s0.051776"	"s-0.049681"	"s-0.06338"	"s-0.075951"	"s-0.201025"	"s-0.196322"	"s-0.092865"	"s-0.082202"	"s-0.049748"	"s-0.118294"	"s-0.162704"	"s0.030562"	"s0.048183"	"s-0.127974"	"s-0.002915"	"s0.003976"	"s-0.018997"	"s0.002566"	"s0.048265"	"s0.04851"	"s0.058213"	"s-0.035666"	"s-0.022798"	"s0.025602"	"s0.008325"	"s0.021066"	"s0.018297"	"s2.64E-4"	"s-0.003813"	"s0.031228"	"s-0.176821"	"s-0.203177"	"s-0.178487"	"s-0.161281"	"s-0.127832"	"s0.093522"	"s-0.017015"	"s0.073116"	"s-0.1092"	"s-0.144278"	"s0.062568"	"s0.178482"	"s0.076647"	"s0.054875"	"s0.058999"	"s0.015907"	"s-0.007283"	"s0.042978"	"s0.078757"	"s0.152639"	"s0.106281"	"s-0.018078"	"s0.064629"	"s0.01858"	"s-0.03279"	"s-0.026537"	"s-0.07296"	"s0.223745"	"s0.210434"	"s0.147185"	"s0.179804"	"s-0.029429"	"s-0.032365"	"s0.093057"	"s-0.131043"	"s0.288986"	"s-0.076694"	"s-0.079649"	"s-0.014388"	"s-0.025839"	"s-0.071992"	"s-0.093339"	"s-0.089156"	"s0.05756"	"s-0.020441"	"s0.059849"	"s0.179444"	"s0.087142"	"s-0.071823"	"s-0.128522"	"s-0.127455"	"s0.223567"	"s-0.043555"	"s-0.027853"	"s0.002867"	false
"s0.100256"	"s0.006208"	"s-0.003822"	"s0.111264"	"s0.007062"	"s0.015672"	"s0.008272"	"s-0.012521"	"s0.080902"	"s0.017464"	"s0.053034"	"s-0.027747"	"s0.134199"	"s0.0181"	"s0.011706"	"s-0.042111"	"s-0.077758"	"s-0.016532"	"s-0.035164"	"s0.104861"	"s0.126531"	"s0.156497"	"s0.224056"	"s0.100258"	"s0.08608"	"s0.074866"	"s-0.440031"	"s0.043415"	"s0.092603"	"s-0.075358"	"s-0.022512"	"s0.02856"	"s0.133782"	"s0.104254"	"s0.108893"	"s0.017075"	"s0.051923"	"s0.049411"	"s0.098113"	"s0.015921"	"s0.019707"	"s0.056513"	"s0.062045"	"s-0.109859"	"s0.062765"	"s0.020527"	"s0.044751"	"s-0.050396"	"s0.022681"	"s0.059664"	"s-0.046943"	"s-0.00436"	"s-0.080752"	"s-0.03114"	"s-0.149598"	"s-0.031126"	"s-0.066872"	"s0.021698"	"s-0.059702"	"s-0.190192"	"s-0.10008"	"s-0.05074"	"s-0.08775"	"s0.031988"	"s0.066273"	"s-0.025387"	"s-0.094588"	"s-0.098338"	"s0.023545"	"s-0.002795"	"s-0.027922"	"s0.040188"	"s0.234572"	"s0.178838"	"s0.007071"	"s0.069161"	"s-0.006156"	"s-0.134469"	"s-0.221194"	"s0.10614"	"s0.2045"	"s0.023281"	"s-0.08291"	"s-0.010472"	"s-0.081195"	"s-0.081909"	"s-0.081928"	"s-0.074773"	"s-0.090384"	"s-0.092217"	"s-0.098714"	"s-0.087038"	"s0.160421"	"s-0.089322"	"s0.04123"	"s-0.076918"	"s0.167811"	"s0.165891"	"s-0.067147"	"s0.021714"	"s0.054358"	"s-0.067478"	"s0.01527"	false
"s-0.028499"	"s0.239654"	"s-5.56E-4"	"s0.175023"	"s0.021635"	"s0.01217"	"s0.077362"	"s0.057846"	"s-0.008338"	"s0.107599"	"s0.056156"	"s-0.104889"	"s-0.130363"	"s0.029017"	"s0.199083"	"s0.040672"	"s0.036017"	"s0.220714"	"s-0.193904"	"s0.147747"	"s-0.138631"	"s-0.090859"	"s-0.137459"	"s-0.11633"	"s-0.106545"	"s0.127528"	"s0.111591"	"s0.135168"	"s-0.121512"	"s0.056374"	"s0.01099"	"s0.042515"	"s0.002645"	"s0.037111"	"s0.079563"	"s0.219141"	"s-0.07521"	"s-0.375726"	"s0.06226"	"s0.059678"	"s0.131367"	"s-0.103271"	"s0.054058"	"s0.0683"	"s-0.013679"	"s-0.003381"	"s-0.017839"	"s-0.207666"	"s0.052239"	"s0.00859"	"s0.027896"	"s-0.029277"	"s-0.013461"	"s0.117183"	"s-0.037954"	"s-0.09371"	"s0.016337"	"s-0.019669"	"s-0.031199"	"s0.046905"	"s-0.023323"	"s0.026935"	"s0.055384"	"s0.049801"	"s-0.079313"	"s-0.122423"	"s-0.167304"	"s-0.201617"	"s0.061852"	"s-0.010764"	"s0.032404"	"s0.040652"	"s-0.063686"	"s-0.064888"	"s-0.038679"	"s0.014057"	"s0.009499"	"s-0.092822"	"s-0.02466"	"s-0.031395"	"s-0.050255"	"s-0.055718"	"s-0.032075"	"s0.059309"	"s-0.016917"	"s-0.037943"	"s-0.034111"	"s0.069789"	"s-0.05351"	"s-0.060933"	"s-0.057296"	"s0.146324"	"s-0.05489"	"s0.219133"	"s-0.048732"	"s0.078513"	"s-0.036868"	"s-0.041345"	"s-0.033134"	"s-0.057373"	"s-0.031279"	"s-0.01975"	"s0.076805"	false
