%
% ARFF data file, generated by KNIME
%
% Date: Mon Nov 28 18:37:17 BRST 2016
% User: guillaume
%

@RELATION DataTable
@ATTRIBUTE cap-shape	{x,b,s,f,k,c,missing}
@ATTRIBUTE cap-surface	{s,y,f,g,missing}
@ATTRIBUTE cap-color	{n,y,w,g,e,p,b,u,c,r,missing}
@ATTRIBUTE bruises?	{t,f,missing}
@ATTRIBUTE odor	{p,a,l,n,f,c,y,s,m,missing}
@ATTRIBUTE gill-attachment	{f,a,missing}
@ATTRIBUTE gill-spacing	{c,w,missing}
@ATTRIBUTE gill-size	{n,b,missing}
@ATTRIBUTE gill-color	{k,n,g,p,w,h,u,e,b,r,y,o,missing}
@ATTRIBUTE stalk-shape	{e,t,missing}
@ATTRIBUTE stalk-root	{e,c,b,r,missing}
@ATTRIBUTE stalk-surface-above-ring	{s,f,k,y,missing}
@ATTRIBUTE stalk-surface-below-ring	{s,f,y,k,missing}
@ATTRIBUTE Col14	{w,g,p,n,b,e,o,c,y,missing}
@ATTRIBUTE stalk-color-above-ring	{w,p,g,b,n,e,y,o,c,missing}
@ATTRIBUTE veil-type	{p,missing}
@ATTRIBUTE veil-color	{w,n,o,y,missing}
@ATTRIBUTE ring-number	{o,t,n,missing}
@ATTRIBUTE ring-type	{p,e,l,f,n,missing}
@ATTRIBUTE spore-print-color	{k,n,u,h,w,r,o,y,b,missing}
@ATTRIBUTE population	{s,n,a,v,y,c,missing}
@ATTRIBUTE habitat	{u,g,m,d,p,w,l,missing}
@ATTRIBUTE p	{0,1}

@DATA
f,f,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d,0
x,y,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d,0
f,f,g,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d,0
x,y,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d,0
x,f,e,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d,0
x,f,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d,0
x,f,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d,0
f,f,g,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d,0
x,f,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d,0
x,y,n,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d,0
x,f,e,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,0
f,f,g,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d,0
x,y,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,0
x,s,p,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d,1
f,y,g,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d,0
f,f,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d,0
f,s,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u,1
x,y,n,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d,0
x,y,g,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,y,d,0
x,y,e,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d,0
x,y,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,0
x,y,e,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d,0
x,f,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d,0
f,s,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g,0
x,y,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d,0
x,f,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,0
x,f,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d,0
x,y,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,v,d,0
x,y,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d,0
x,y,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d,0
x,f,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d,0
x,f,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d,0
x,y,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d,0
x,y,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,0
f,y,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d,0
x,f,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d,0
x,y,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,d,0
x,f,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d,0
x,f,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d,0
f,f,n,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d,0
f,f,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d,0
x,y,g,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,0
x,f,e,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d,0
f,y,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d,0
x,y,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d,0
f,y,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d,0
x,y,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d,0
f,f,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,0
x,y,g,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d,0
x,y,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d,0
x,y,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d,0
x,f,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d,0
x,f,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d,0
x,f,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d,0
f,f,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d,0
f,y,g,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,0
x,f,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d,0
x,y,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d,0
f,f,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d,0
x,y,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d,0
f,f,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d,0
x,y,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d,0
x,y,e,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d,0
x,f,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d,0
x,f,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d,0
f,f,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,0
x,f,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d,0
x,y,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,0
x,y,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,0
x,y,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d,0
x,f,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,0
f,f,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d,0
x,y,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d,0
x,y,g,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d,0
x,f,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g,0
f,y,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d,0
f,s,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,0
f,f,n,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d,0
x,y,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d,0
f,y,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,u,1
x,y,g,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d,0
f,f,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d,0
x,f,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d,0
x,f,e,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d,0
f,f,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d,0
x,y,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d,0
x,y,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,d,0
x,y,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d,0
x,y,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,y,d,0
f,f,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d,0
x,y,g,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d,0
x,y,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d,0
x,f,e,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d,0
f,f,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d,0
x,f,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d,0
f,s,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g,0
x,y,n,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d,0
x,f,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d,0
x,f,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d,0
x,f,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,y,d,0
f,f,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d,0
x,f,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,0
x,y,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d,0
f,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,u,1
x,f,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,v,d,0
f,s,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g,0
x,s,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,0
x,f,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d,0
f,f,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d,0
x,f,e,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d,0
x,y,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d,0
f,f,n,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d,0
x,f,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d,0
x,f,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d,1
x,y,e,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d,0
x,f,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g,0
x,s,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,g,1
x,y,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d,0
f,f,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d,0
x,f,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d,0
x,y,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,v,d,0
x,y,g,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d,0
f,f,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,0
f,f,n,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d,0
x,f,g,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d,0
f,f,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d,0
x,y,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,y,d,0
x,f,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d,0
x,s,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,g,1
f,f,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d,0
x,f,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d,0
f,y,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d,0
f,y,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,v,d,0
x,y,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d,0
x,y,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d,0
x,f,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d,0
x,y,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d,0
f,f,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,y,d,0
x,f,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d,0
f,f,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d,0
x,y,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d,0
x,y,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d,0
x,f,g,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,0
x,y,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d,0
f,f,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d,0
x,y,n,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d,0
x,y,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d,0
f,f,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d,0
x,f,n,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d,0
x,f,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d,0
x,y,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d,0
f,f,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,0
x,f,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d,0
f,f,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d,0
x,s,p,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d,1
x,f,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,d,0
f,f,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d,0
x,f,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d,0
f,f,e,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d,0
x,y,e,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d,0
x,f,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d,0
x,f,g,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d,0
x,f,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d,0
x,f,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d,0
f,f,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d,0
x,f,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,v,d,0
f,y,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d,0
f,y,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d,0
x,y,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d,0
x,y,g,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d,0
x,f,g,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,d,0
x,f,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,g,1
x,y,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d,0
x,y,e,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d,0
x,f,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d,0
f,f,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d,0
f,f,n,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,v,d,0
f,f,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d,0
f,f,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d,0
x,y,g,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d,0
x,f,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g,0
x,y,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d,0
x,f,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,0
f,f,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,v,d,0
x,y,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d,0
x,f,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d,0
x,f,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d,0
x,y,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d,0
x,f,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d,0
f,f,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d,0
x,y,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,d,0
x,y,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d,0
f,f,n,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d,0
x,f,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d,0
f,f,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,v,d,0
x,y,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,v,d,0
x,f,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,y,d,0
x,y,g,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d,0
f,f,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d,0
x,f,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,0
x,f,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,v,d,0
x,y,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d,0
x,y,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d,0
x,y,e,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d,0
x,y,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d,0
x,y,g,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d,0
f,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,u,1
x,s,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g,0
x,f,g,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d,0
x,f,e,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d,0
x,s,p,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,s,d,1
x,y,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d,0
x,f,e,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d,0
x,y,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d,0
x,y,e,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,v,d,0
x,s,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g,0
f,f,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,v,d,0
x,y,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d,0
x,y,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d,0
x,f,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d,0
x,y,g,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d,0
x,y,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d,0
x,f,e,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d,0
f,y,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u,1
f,f,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d,0
x,f,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d,0
x,f,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d,0
x,y,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d,0
f,s,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g,0
x,f,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,a,g,0
x,f,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d,0
f,f,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d,0
x,y,e,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d,0
x,y,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,d,0
x,y,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d,0
f,f,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d,0
x,f,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,v,d,0
f,f,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d,0
f,f,e,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d,0
x,y,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d,0
x,s,w,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,s,d,1
f,f,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,y,d,0
f,f,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d,0
f,f,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d,0
x,y,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d,0
x,f,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d,0
f,s,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g,0
x,y,g,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,d,0
x,f,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,v,d,0
f,f,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,v,d,0
f,f,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d,0
x,y,n,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,d,0
x,y,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d,0
x,y,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d,0
x,f,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d,0
x,y,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d,0
x,y,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d,0
f,f,n,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d,0
x,y,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d,0
x,y,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d,0
x,y,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,y,d,0
x,f,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,p,1
f,f,g,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d,0
x,y,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d,0
x,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d,1
x,y,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d,0
x,f,e,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d,0
x,f,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,d,1
x,f,p,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,1
x,f,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d,0
f,f,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d,0
x,f,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,0
x,y,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d,0
x,y,g,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,v,d,0
f,f,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,y,d,0
x,f,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d,0
x,f,e,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d,0
x,f,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d,0
x,y,n,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,v,d,0
f,f,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d,0
f,f,n,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,0
f,f,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d,0
x,f,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d,0
x,y,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,0
x,y,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d,0
f,f,n,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d,0
x,y,g,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,0
