Mean_Acc1298_Mean_Mem40_Centroid	Mean_Acc1298_Mean_Mem40_Rolloff	Mean_Acc1298_Mean_Mem40_Flux	Mean_Acc1298_Mean_Mem40_MFCC_0	Mean_Acc1298_Mean_Mem40_MFCC_1	Mean_Acc1298_Mean_Mem40_MFCC_2	Mean_Acc1298_Mean_Mem40_MFCC_3	Mean_Acc1298_Mean_Mem40_MFCC_4	Mean_Acc1298_Mean_Mem40_MFCC_5	Mean_Acc1298_Mean_Mem40_MFCC_6	Mean_Acc1298_Mean_Mem40_MFCC_7	Mean_Acc1298_Mean_Mem40_MFCC_8	Mean_Acc1298_Mean_Mem40_MFCC_9	Mean_Acc1298_Mean_Mem40_MFCC_10	Mean_Acc1298_Mean_Mem40_MFCC_11	Mean_Acc1298_Mean_Mem40_MFCC_12	Mean_Acc1298_Std_Mem40_Centroid	Mean_Acc1298_Std_Mem40_Rolloff	Mean_Acc1298_Std_Mem40_Flux	Mean_Acc1298_Std_Mem40_MFCC_0	Mean_Acc1298_Std_Mem40_MFCC_1	Mean_Acc1298_Std_Mem40_MFCC_2	Mean_Acc1298_Std_Mem40_MFCC_3	Mean_Acc1298_Std_Mem40_MFCC_4	Mean_Acc1298_Std_Mem40_MFCC_5	Mean_Acc1298_Std_Mem40_MFCC_6	Mean_Acc1298_Std_Mem40_MFCC_7	Mean_Acc1298_Std_Mem40_MFCC_8	Mean_Acc1298_Std_Mem40_MFCC_9	Mean_Acc1298_Std_Mem40_MFCC_10	Mean_Acc1298_Std_Mem40_MFCC_11	Mean_Acc1298_Std_Mem40_MFCC_12	Std_Acc1298_Mean_Mem40_Centroid	Std_Acc1298_Mean_Mem40_Rolloff	Std_Acc1298_Mean_Mem40_Flux	Std_Acc1298_Mean_Mem40_MFCC_0	Std_Acc1298_Mean_Mem40_MFCC_1	Std_Acc1298_Mean_Mem40_MFCC_2	Std_Acc1298_Mean_Mem40_MFCC_3	Std_Acc1298_Mean_Mem40_MFCC_4	Std_Acc1298_Mean_Mem40_MFCC_5	Std_Acc1298_Mean_Mem40_MFCC_6	Std_Acc1298_Mean_Mem40_MFCC_7	Std_Acc1298_Mean_Mem40_MFCC_8	Std_Acc1298_Mean_Mem40_MFCC_9	Std_Acc1298_Mean_Mem40_MFCC_10	Std_Acc1298_Mean_Mem40_MFCC_11	Std_Acc1298_Mean_Mem40_MFCC_12	Std_Acc1298_Std_Mem40_Centroid	Std_Acc1298_Std_Mem40_Rolloff	Std_Acc1298_Std_Mem40_Flux	Std_Acc1298_Std_Mem40_MFCC_0	Std_Acc1298_Std_Mem40_MFCC_1	Std_Acc1298_Std_Mem40_MFCC_2	Std_Acc1298_Std_Mem40_MFCC_3	Std_Acc1298_Std_Mem40_MFCC_4	Std_Acc1298_Std_Mem40_MFCC_5	Std_Acc1298_Std_Mem40_MFCC_6	Std_Acc1298_Std_Mem40_MFCC_7	Std_Acc1298_Std_Mem40_MFCC_8	Std_Acc1298_Std_Mem40_MFCC_9	Std_Acc1298_Std_Mem40_MFCC_10	Std_Acc1298_Std_Mem40_MFCC_11	Std_Acc1298_Std_Mem40_MFCC_12	BH_LowPeakAmp	BH_LowPeakBPM	BH_HighPeakAmp	BH_HighPeakBPM	BH_HighLowRatio	BHSUM1	BHSUM2	BHSUM3	Class
"s0.123501"	"s0.401454"	"s0.095655"	"s-72.222435"	"s1.674647"	"s1.926399"	"s1.754007"	"s0.656835"	"s0.163361"	"s0.652454"	"s0.338224"	"s0.678089"	"s0.787441"	"s0.390784"	"s0.740498"	"s0.421589"	"s0.108038"	"s0.293053"	"s0.038858"	"s6.738179"	"s1.474657"	"s1.38588"	"s1.068882"	"s0.943015"	"s0.819419"	"s0.72173"	"s0.770836"	"s0.680024"	"s0.599194"	"s0.563249"	"s0.565459"	"s0.529494"	"s0.038792"	"s0.07605"	"s0.009327"	"s1.79069"	"s0.678067"	"s0.634539"	"s0.466144"	"s0.449402"	"s0.437496"	"s0.254605"	"s0.253165"	"s0.230265"	"s0.22791"	"s0.185179"	"s0.196945"	"s0.203403"	"s0.035974"	"s0.047379"	"s0.029307"	"s4.31424"	"s0.35431"	"s0.27397"	"s0.226247"	"s0.185899"	"s0.166741"	"s0.127768"	"s0.175295"	"s0.130168"	"s0.110394"	"s0.080028"	"s0.072721"	"s0.0776"	"s0.300249"	"s56.0"	"s0.0"	"s112.0"	"s2.0"	"s0.596183"	"s0.087094"	"s0.683277"	false
"s0.049583"	"s0.100327"	"s0.077246"	"s-67.125881"	"s6.149131"	"s0.394965"	"s1.59271"	"s0.344112"	"s0.594253"	"s0.344155"	"s0.318134"	"s0.377326"	"s0.81106"	"s0.496563"	"s0.607965"	"s0.388735"	"s0.025646"	"s0.06321"	"s0.030959"	"s2.61419"	"s1.017955"	"s0.681919"	"s0.643498"	"s0.550211"	"s0.50458"	"s0.518707"	"s0.549276"	"s0.450892"	"s0.481501"	"s0.439679"	"s0.421872"	"s0.433188"	"s0.031581"	"s0.055581"	"s0.008705"	"s1.773169"	"s0.77629"	"s0.668942"	"s0.437187"	"s0.432897"	"s0.334423"	"s0.252598"	"s0.349621"	"s0.189792"	"s0.29107"	"s0.241543"	"s0.240127"	"s0.258819"	"s0.036683"	"s0.068092"	"s0.030049"	"s4.387586"	"s0.470417"	"s0.203062"	"s0.175963"	"s0.135948"	"s0.102771"	"s0.100713"	"s0.133487"	"s0.087109"	"s0.123747"	"s0.065249"	"s0.089755"	"s0.092751"	"s0.017965"	"s59.0"	"s0.042908"	"s177.0"	"s3.0"	"s0.089795"	"s0.074793"	"s0.281784"	false
"s0.061391"	"s0.134275"	"s0.085648"	"s-69.242042"	"s5.150191"	"s-0.069048"	"s2.347214"	"s0.412375"	"s1.037049"	"s0.54283"	"s0.177131"	"s0.21078"	"s0.065576"	"s0.487764"	"s0.486214"	"s0.237385"	"s0.032399"	"s0.096413"	"s0.033536"	"s5.580556"	"s1.357981"	"s1.013768"	"s0.591698"	"s0.533787"	"s0.469012"	"s0.541336"	"s0.493336"	"s0.465859"	"s0.547783"	"s0.588929"	"s0.663853"	"s0.796306"	"s0.017772"	"s0.045654"	"s0.010508"	"s2.741043"	"s1.193196"	"s0.471212"	"s0.288467"	"s0.223847"	"s0.161557"	"s0.212323"	"s0.20161"	"s0.201858"	"s0.321674"	"s0.309134"	"s0.517713"	"s0.443998"	"s0.024797"	"s0.071194"	"s0.029435"	"s3.940724"	"s0.380231"	"s0.186969"	"s0.138988"	"s0.121715"	"s0.090606"	"s0.124704"	"s0.105213"	"s0.075691"	"s0.166615"	"s0.151708"	"s0.195369"	"s0.338841"	"s0.117852"	"s55.0"	"s0.063477"	"s110.0"	"s2.0"	"s0.384546"	"s0.228637"	"s0.719398"	false
"s0.055213"	"s0.116635"	"s0.080455"	"s-86.673386"	"s7.960911"	"s-0.715599"	"s1.950402"	"s0.530382"	"s0.994811"	"s0.267363"	"s0.35649"	"s0.222167"	"s0.393635"	"s0.486893"	"s0.257557"	"s0.32044"	"s0.021623"	"s0.059771"	"s0.028188"	"s4.77307"	"s1.009717"	"s0.658136"	"s0.571381"	"s0.559096"	"s0.5203"	"s0.518171"	"s0.511034"	"s0.527325"	"s0.549068"	"s0.539377"	"s0.522477"	"s0.523713"	"s0.018429"	"s0.055165"	"s0.006901"	"s6.996122"	"s1.037777"	"s0.620221"	"s0.361604"	"s0.362743"	"s0.250389"	"s0.293793"	"s0.33349"	"s0.388326"	"s0.490969"	"s0.468851"	"s0.423472"	"s0.404191"	"s0.026869"	"s0.090921"	"s0.030482"	"s5.54495"	"s0.429218"	"s0.151569"	"s0.111899"	"s0.094249"	"s0.079223"	"s0.082549"	"s0.095409"	"s0.118131"	"s0.140383"	"s0.11767"	"s0.119923"	"s0.138878"	"s0.07729"	"s90.0"	"s0.022053"	"s180.0"	"s2.0"	"s0.422185"	"s0.204597"	"s1.035329"	true
"s0.025178"	"s0.040881"	"s0.083775"	"s-88.839521"	"s8.425163"	"s0.931557"	"s2.338371"	"s1.355539"	"s1.21318"	"s1.484489"	"s0.48905"	"s0.564805"	"s0.562931"	"s0.380056"	"s0.582891"	"s0.453757"	"s0.013081"	"s0.033916"	"s0.03583"	"s5.588062"	"s1.375307"	"s1.215961"	"s0.535758"	"s0.458777"	"s0.441596"	"s0.507368"	"s0.475813"	"s0.41926"	"s0.463768"	"s0.441477"	"s0.451614"	"s0.450745"	"s0.015351"	"s0.032732"	"s0.007583"	"s4.150609"	"s0.710332"	"s0.823931"	"s0.280703"	"s0.284354"	"s0.303584"	"s0.371133"	"s0.269649"	"s0.207649"	"s0.298454"	"s0.396803"	"s0.525175"	"s0.523906"	"s0.027741"	"s0.060033"	"s0.029192"	"s4.899511"	"s0.411608"	"s0.385152"	"s0.136556"	"s0.114659"	"s0.100765"	"s0.152689"	"s0.106381"	"s0.070898"	"s0.125333"	"s0.117309"	"s0.130188"	"s0.186842"	"s0.017993"	"s75.0"	"s0.040321"	"s150.0"	"s2.0"	"s0.225656"	"s0.035966"	"s0.325945"	false
"s0.071795"	"s0.203943"	"s0.077136"	"s-57.596584"	"s3.481716"	"s-1.073121"	"s1.659106"	"s0.688304"	"s0.536986"	"s0.498744"	"s0.70866"	"s0.818645"	"s0.773926"	"s0.558248"	"s0.503124"	"s0.471134"	"s0.02954"	"s0.073379"	"s0.029215"	"s1.961508"	"s0.727251"	"s0.57066"	"s0.508865"	"s0.473168"	"s0.456318"	"s0.422578"	"s0.384971"	"s0.40515"	"s0.411622"	"s0.395196"	"s0.392188"	"s0.382273"	"s0.017787"	"s0.054622"	"s0.007375"	"s1.818027"	"s1.120973"	"s0.968645"	"s0.382977"	"s0.16094"	"s0.375837"	"s0.141849"	"s0.128195"	"s0.180056"	"s0.120912"	"s0.144662"	"s0.152104"	"s0.173125"	"s0.025246"	"s0.054623"	"s0.03011"	"s4.591253"	"s0.416575"	"s0.183887"	"s0.127132"	"s0.094927"	"s0.100145"	"s0.068092"	"s0.05226"	"s0.062423"	"s0.075799"	"s0.061818"	"s0.066894"	"s0.077164"	"s0.015957"	"s73.0"	"s0.080307"	"s146.0"	"s2.0"	"s0.081248"	"s0.038351"	"s0.233896"	false
"s0.06601"	"s0.18472"	"s0.079325"	"s-60.655224"	"s3.316404"	"s0.223312"	"s1.636299"	"s0.535408"	"s0.87401"	"s0.408831"	"s0.372395"	"s0.15087"	"s0.239316"	"s0.820565"	"s0.293231"	"s0.248382"	"s0.036021"	"s0.107545"	"s0.029344"	"s2.045311"	"s0.751741"	"s0.624148"	"s0.571479"	"s0.512309"	"s0.453485"	"s0.486141"	"s0.492196"	"s0.44837"	"s0.414617"	"s0.407606"	"s0.39531"	"s0.390377"	"s0.016961"	"s0.040053"	"s0.006583"	"s2.11613"	"s0.408263"	"s0.400072"	"s0.399772"	"s0.352471"	"s0.177206"	"s0.187447"	"s0.259395"	"s0.212669"	"s0.139032"	"s0.220335"	"s0.148637"	"s0.219511"	"s0.024981"	"s0.044845"	"s0.030519"	"s3.406312"	"s0.238031"	"s0.154345"	"s0.158835"	"s0.113686"	"s0.058145"	"s0.073837"	"s0.101806"	"s0.07895"	"s0.069696"	"s0.048616"	"s0.064886"	"s0.08675"	"s0.137433"	"s57.0"	"s0.055595"	"s114.0"	"s2.0"	"s0.283897"	"s0.061588"	"s0.350586"	false
"s0.047503"	"s0.145555"	"s0.095837"	"s-75.230013"	"s4.99808"	"s1.759859"	"s1.950205"	"s0.796444"	"s1.114771"	"s0.336125"	"s0.624207"	"s0.648349"	"s0.517447"	"s0.519779"	"s0.139515"	"s0.500553"	"s0.043587"	"s0.206097"	"s0.051038"	"s7.327721"	"s1.965157"	"s1.697964"	"s0.9303"	"s0.804242"	"s0.662915"	"s0.615863"	"s0.580876"	"s0.547895"	"s0.552668"	"s0.515505"	"s0.534945"	"s0.480656"	"s0.023938"	"s0.061503"	"s0.007988"	"s5.264222"	"s1.083894"	"s0.775131"	"s0.463581"	"s0.394104"	"s0.360393"	"s0.382061"	"s0.228064"	"s0.277824"	"s0.323888"	"s0.20882"	"s0.243864"	"s0.211467"	"s0.031722"	"s0.082112"	"s0.027935"	"s3.530137"	"s0.464898"	"s0.355813"	"s0.198106"	"s0.15628"	"s0.165665"	"s0.128933"	"s0.125199"	"s0.139942"	"s0.134119"	"s0.102088"	"s0.105071"	"s0.085731"	"s0.331718"	"s74.0"	"s0.161385"	"s148.0"	"s2.0"	"s0.391272"	"s0.16082"	"s0.979139"	false
"s0.023838"	"s0.241389"	"s0.095344"	"s-80.125121"	"s7.377233"	"s2.875877"	"s1.695195"	"s1.749075"	"s1.144213"	"s0.605926"	"s0.493163"	"s0.654328"	"s0.91518"	"s0.697959"	"s0.397521"	"s0.135884"	"s0.024109"	"s0.376431"	"s0.047724"	"s5.714848"	"s1.963056"	"s1.353338"	"s0.83979"	"s0.724208"	"s0.654747"	"s0.520896"	"s0.559042"	"s0.397219"	"s0.480741"	"s0.412892"	"s0.41825"	"s0.397364"	"s0.01676"	"s0.084725"	"s0.012161"	"s4.914768"	"s1.850728"	"s0.851918"	"s0.565406"	"s0.432472"	"s0.410584"	"s0.260754"	"s0.414358"	"s0.206572"	"s0.397154"	"s0.185803"	"s0.326557"	"s0.242098"	"s0.034139"	"s0.095002"	"s0.030042"	"s4.022645"	"s0.386899"	"s0.256442"	"s0.217204"	"s0.166797"	"s0.20612"	"s0.121342"	"s0.158497"	"s0.086155"	"s0.139107"	"s0.080535"	"s0.094881"	"s0.087246"	"s0.447291"	"s68.0"	"s0.615716"	"s136.0"	"s2.0"	"s0.595463"	"s0.753737"	"s1.486863"	false
"s0.072645"	"s0.145349"	"s0.081999"	"s-80.841313"	"s6.161238"	"s-0.581456"	"s1.288635"	"s0.554155"	"s0.490168"	"s0.371087"	"s0.331965"	"s0.171174"	"s0.388748"	"s0.559757"	"s0.402863"	"s0.370168"	"s0.029484"	"s0.069392"	"s0.029402"	"s3.969238"	"s0.993221"	"s0.718797"	"s0.555681"	"s0.556658"	"s0.504822"	"s0.506556"	"s0.575532"	"s0.540177"	"s0.537716"	"s0.536384"	"s0.496675"	"s0.488926"	"s0.020378"	"s0.041379"	"s0.008557"	"s5.665274"	"s0.895339"	"s0.732855"	"s0.471282"	"s0.396329"	"s0.338342"	"s0.317469"	"s0.311047"	"s0.350495"	"s0.449704"	"s0.36803"	"s0.316297"	"s0.351801"	"s0.025831"	"s0.066933"	"s0.030129"	"s4.24473"	"s0.397983"	"s0.255447"	"s0.105424"	"s0.114464"	"s0.087786"	"s0.088298"	"s0.120951"	"s0.1058"	"s0.113401"	"s0.117517"	"s0.075284"	"s0.084661"	"s0.066508"	"s81.0"	"s0.325489"	"s162.0"	"s2.0"	"s0.386019"	"s0.057747"	"s1.077048"	true
"s0.046965"	"s0.109535"	"s0.073727"	"s-78.906019"	"s5.345323"	"s0.227913"	"s1.947221"	"s0.32375"	"s1.22154"	"s1.190233"	"s0.640614"	"s0.236319"	"s0.219821"	"s0.604438"	"s0.922513"	"s0.657631"	"s0.021924"	"s0.065799"	"s0.03223"	"s3.115622"	"s0.970376"	"s0.548163"	"s0.557293"	"s0.457847"	"s0.433619"	"s0.441728"	"s0.47056"	"s0.446364"	"s0.414845"	"s0.40772"	"s0.416793"	"s0.40658"	"s0.016487"	"s0.04233"	"s0.008368"	"s4.841711"	"s0.803133"	"s0.353764"	"s0.321013"	"s0.20384"	"s0.333344"	"s0.263531"	"s0.254486"	"s0.217961"	"s0.229785"	"s0.189815"	"s0.200694"	"s0.187324"	"s0.025312"	"s0.049047"	"s0.030346"	"s4.571743"	"s0.385507"	"s0.084083"	"s0.125917"	"s0.087369"	"s0.081385"	"s0.093642"	"s0.080368"	"s0.070333"	"s0.066803"	"s0.06269"	"s0.068437"	"s0.070531"	"s0.075683"	"s81.0"	"s0.097331"	"s162.0"	"s2.0"	"s0.395248"	"s0.155995"	"s0.87886"	false
"s0.105331"	"s0.257413"	"s0.079792"	"s-60.586573"	"s2.481469"	"s-0.431781"	"s2.243745"	"s0.272463"	"s0.69565"	"s0.667051"	"s0.46946"	"s0.56056"	"s0.721128"	"s0.32074"	"s0.362654"	"s0.30289"	"s0.056098"	"s0.117308"	"s0.030436"	"s2.322886"	"s0.959799"	"s0.648967"	"s0.63417"	"s0.561489"	"s0.565628"	"s0.489482"	"s0.497658"	"s0.4696"	"s0.472949"	"s0.461765"	"s0.483227"	"s0.449283"	"s0.018269"	"s0.036204"	"s0.006995"	"s1.306144"	"s0.4434"	"s0.280056"	"s0.368588"	"s0.283881"	"s0.394301"	"s0.388008"	"s0.236078"	"s0.199515"	"s0.169576"	"s0.220436"	"s0.227278"	"s0.238763"	"s0.023571"	"s0.050483"	"s0.030343"	"s3.910843"	"s0.29963"	"s0.134619"	"s0.148202"	"s0.099506"	"s0.09546"	"s0.066959"	"s0.099319"	"s0.079349"	"s0.093453"	"s0.067398"	"s0.085834"	"s0.071286"	"s0.64347"	"s71.0"	"s1.286368"	"s142.0"	"s2.0"	"s1.10797"	"s1.13653"	"s2.433262"	false
"s0.056494"	"s0.121974"	"s0.076265"	"s-72.32874"	"s5.025519"	"s1.30377"	"s2.075306"	"s0.846083"	"s0.774979"	"s0.35152"	"s0.539976"	"s0.697037"	"s0.486604"	"s0.663517"	"s0.453277"	"s0.410097"	"s0.037199"	"s0.110931"	"s0.032135"	"s3.84209"	"s1.274658"	"s0.769083"	"s0.756384"	"s0.511961"	"s0.556606"	"s0.47604"	"s0.491114"	"s0.499873"	"s0.425501"	"s0.432295"	"s0.385927"	"s0.365091"	"s0.02332"	"s0.063263"	"s0.008265"	"s3.392121"	"s0.990627"	"s0.4437"	"s0.595921"	"s0.294426"	"s0.442383"	"s0.27929"	"s0.3107"	"s0.333166"	"s0.270912"	"s0.330482"	"s0.274561"	"s0.197445"	"s0.032927"	"s0.067481"	"s0.030071"	"s3.787686"	"s0.476249"	"s0.265245"	"s0.26665"	"s0.122238"	"s0.141392"	"s0.114982"	"s0.112123"	"s0.142103"	"s0.092812"	"s0.103042"	"s0.080517"	"s0.074316"	"s0.024164"	"s79.0"	"s0.046987"	"s158.0"	"s2.0"	"s0.223948"	"s0.158557"	"s0.527927"	false
"s0.064766"	"s0.113797"	"s0.07856"	"s-80.609493"	"s7.092002"	"s0.05804"	"s1.663446"	"s0.252287"	"s0.899437"	"s0.44038"	"s0.380123"	"s0.343687"	"s0.310471"	"s0.301398"	"s0.310364"	"s0.162008"	"s0.019694"	"s0.048669"	"s0.028247"	"s3.991759"	"s1.01861"	"s0.548222"	"s0.564487"	"s0.52101"	"s0.496978"	"s0.535886"	"s0.538845"	"s0.550744"	"s0.57098"	"s0.52791"	"s0.527761"	"s0.466651"	"s0.020362"	"s0.047274"	"s0.007077"	"s8.539245"	"s1.350345"	"s0.383014"	"s0.525537"	"s0.243088"	"s0.260626"	"s0.390154"	"s0.39218"	"s0.452233"	"s0.550168"	"s0.482144"	"s0.606528"	"s0.466061"	"s0.025801"	"s0.051708"	"s0.030443"	"s4.541708"	"s0.592742"	"s0.136216"	"s0.154017"	"s0.106321"	"s0.083176"	"s0.089118"	"s0.120558"	"s0.137399"	"s0.191773"	"s0.131472"	"s0.152714"	"s0.099281"	"s0.065668"	"s98.0"	"s0.0"	"s196.0"	"s2.0"	"s0.045134"	"s0.313692"	"s0.413225"	false
"s0.041792"	"s0.102153"	"s0.091588"	"s-77.119975"	"s8.213196"	"s-0.070745"	"s1.227539"	"s0.978691"	"s0.650065"	"s0.354525"	"s0.269411"	"s0.579261"	"s0.436472"	"s0.62846"	"s0.154168"	"s0.528717"	"s0.024046"	"s0.130567"	"s0.042707"	"s5.397353"	"s1.384767"	"s1.002942"	"s0.979076"	"s0.776545"	"s0.777692"	"s0.67629"	"s0.660497"	"s0.576085"	"s0.559428"	"s0.533309"	"s0.562082"	"s0.544384"	"s0.019274"	"s0.037081"	"s0.007022"	"s3.98007"	"s0.836585"	"s0.800147"	"s0.735032"	"s0.483274"	"s0.505368"	"s0.42843"	"s0.39935"	"s0.29589"	"s0.321807"	"s0.300283"	"s0.433937"	"s0.333791"	"s0.024919"	"s0.089283"	"s0.028742"	"s4.273412"	"s0.428073"	"s0.273382"	"s0.260472"	"s0.177148"	"s0.180851"	"s0.144239"	"s0.153411"	"s0.123621"	"s0.137765"	"s0.099319"	"s0.126042"	"s0.119493"	"s0.288294"	"s94.0"	"s0.0"	"s188.0"	"s2.0"	"s0.341328"	"s0.571608"	"s0.988351"	false
"s0.067042"	"s0.142132"	"s0.080716"	"s-67.106438"	"s5.363177"	"s-0.820095"	"s0.8751"	"s0.502668"	"s0.802581"	"s0.245032"	"s0.734428"	"s0.44617"	"s0.665676"	"s0.617332"	"s0.355534"	"s0.553097"	"s0.02246"	"s0.051445"	"s0.030618"	"s2.404161"	"s0.844839"	"s0.758252"	"s0.648656"	"s0.51573"	"s0.540088"	"s0.501768"	"s0.455483"	"s0.441146"	"s0.420507"	"s0.444739"	"s0.435701"	"s0.412406"	"s0.013194"	"s0.025936"	"s0.008253"	"s1.767222"	"s0.412037"	"s0.435201"	"s0.364726"	"s0.190956"	"s0.290897"	"s0.179462"	"s0.203522"	"s0.160615"	"s0.130896"	"s0.13731"	"s0.137845"	"s0.144462"	"s0.024106"	"s0.050973"	"s0.030043"	"s4.212198"	"s0.406531"	"s0.224722"	"s0.193299"	"s0.113559"	"s0.130164"	"s0.084263"	"s0.084417"	"s0.069164"	"s0.06542"	"s0.072885"	"s0.072771"	"s0.068598"	"s0.158572"	"s76.0"	"s0.39155"	"s152.0"	"s2.0"	"s0.300803"	"s0.24738"	"s1.035853"	false
"s0.061978"	"s0.322637"	"s0.089578"	"s-69.905094"	"s3.909774"	"s0.213388"	"s1.61698"	"s0.59771"	"s0.688979"	"s0.813802"	"s0.34011"	"s0.272507"	"s0.662128"	"s0.266597"	"s0.422575"	"s0.39609"	"s0.053367"	"s0.324278"	"s0.035991"	"s5.698251"	"s1.368157"	"s1.108707"	"s0.888239"	"s0.884846"	"s0.657889"	"s0.636986"	"s0.645943"	"s0.548803"	"s0.549662"	"s0.540879"	"s0.496095"	"s0.500098"	"s0.024625"	"s0.080517"	"s0.007022"	"s2.666063"	"s0.535174"	"s0.374468"	"s0.298233"	"s0.335707"	"s0.191131"	"s0.224417"	"s0.22982"	"s0.148253"	"s0.150155"	"s0.202909"	"s0.136324"	"s0.164334"	"s0.024032"	"s0.090513"	"s0.029189"	"s3.499164"	"s0.222098"	"s0.202575"	"s0.174405"	"s0.17117"	"s0.099069"	"s0.117875"	"s0.130195"	"s0.108357"	"s0.092959"	"s0.099264"	"s0.10274"	"s0.094184"	"s0.018783"	"s60.0"	"s0.0"	"s120.0"	"s2.0"	"s0.075361"	"s0.0"	"s0.085826"	false
"s0.037644"	"s0.152561"	"s0.093017"	"s-71.570359"	"s3.794584"	"s1.801481"	"s2.495399"	"s0.912965"	"s0.554465"	"s0.693764"	"s0.13679"	"s0.057645"	"s0.384161"	"s0.360588"	"s0.583006"	"s0.701675"	"s0.041659"	"s0.249195"	"s0.043546"	"s5.761756"	"s1.868114"	"s1.346259"	"s1.153096"	"s0.729856"	"s0.656445"	"s0.650375"	"s0.62325"	"s0.585459"	"s0.546999"	"s0.471084"	"s0.474282"	"s0.485901"	"s0.015459"	"s0.067417"	"s0.008375"	"s3.40836"	"s0.639602"	"s0.877069"	"s0.590631"	"s0.501497"	"s0.384405"	"s0.30067"	"s0.266098"	"s0.356113"	"s0.305836"	"s0.221645"	"s0.196529"	"s0.23354"	"s0.027754"	"s0.081809"	"s0.029314"	"s4.115457"	"s0.474703"	"s0.297368"	"s0.400358"	"s0.179542"	"s0.192324"	"s0.160166"	"s0.158459"	"s0.121958"	"s0.118918"	"s0.088468"	"s0.071044"	"s0.096851"	"s0.16391"	"s74.0"	"s0.001348"	"s148.0"	"s2.0"	"s0.258184"	"s0.16847"	"s0.53708"	false
"s0.029883"	"s0.050675"	"s0.083762"	"s-88.234139"	"s8.696067"	"s1.119027"	"s2.369219"	"s1.079641"	"s1.150962"	"s0.917022"	"s0.552859"	"s0.961584"	"s0.952119"	"s0.488538"	"s0.250609"	"s0.374882"	"s0.02027"	"s0.056056"	"s0.04399"	"s6.015763"	"s1.77954"	"s0.990923"	"s0.706482"	"s0.582071"	"s0.522094"	"s0.579589"	"s0.533652"	"s0.549431"	"s0.500044"	"s0.424897"	"s0.406528"	"s0.408089"	"s0.020809"	"s0.051141"	"s0.009769"	"s7.90628"	"s1.290788"	"s1.090652"	"s0.565802"	"s0.321057"	"s0.340201"	"s0.427201"	"s0.468477"	"s0.348401"	"s0.520087"	"s0.22297"	"s0.247094"	"s0.261683"	"s0.034788"	"s0.08717"	"s0.028797"	"s4.270383"	"s0.490962"	"s0.258736"	"s0.280633"	"s0.177232"	"s0.194098"	"s0.173345"	"s0.167016"	"s0.199623"	"s0.202903"	"s0.106377"	"s0.116712"	"s0.121432"	"s0.016022"	"s98.0"	"s0.0"	"s196.0"	"s2.0"	"s0.037521"	"s0.141889"	"s0.217216"	false
"s0.074022"	"s0.172929"	"s0.090348"	"s-63.328001"	"s4.275094"	"s0.265594"	"s1.510265"	"s0.352613"	"s0.305908"	"s0.702193"	"s0.439103"	"s0.381795"	"s0.455556"	"s0.46627"	"s0.552958"	"s0.316185"	"s0.049965"	"s0.139159"	"s0.034181"	"s5.265154"	"s1.316768"	"s1.035162"	"s1.049714"	"s0.846239"	"s0.645031"	"s0.691326"	"s0.673888"	"s0.599329"	"s0.646452"	"s0.575645"	"s0.547369"	"s0.534368"	"s0.020096"	"s0.049176"	"s0.00955"	"s3.098642"	"s0.666184"	"s0.499987"	"s0.397769"	"s0.407993"	"s0.25433"	"s0.257606"	"s0.237724"	"s0.194503"	"s0.236488"	"s0.187415"	"s0.175208"	"s0.240725"	"s0.0305"	"s0.077699"	"s0.029578"	"s4.200077"	"s0.525878"	"s0.291748"	"s0.295004"	"s0.241954"	"s0.114102"	"s0.147692"	"s0.127201"	"s0.077415"	"s0.118142"	"s0.096902"	"s0.094005"	"s0.09583"	"s0.254665"	"s53.0"	"s0.612825"	"s106.0"	"s2.0"	"s0.529859"	"s0.730744"	"s1.362456"	false
"s0.099536"	"s0.278948"	"s0.089902"	"s-68.339354"	"s2.257485"	"s1.362808"	"s2.360308"	"s1.223547"	"s0.431854"	"s0.328327"	"s0.525515"	"s0.44187"	"s0.734141"	"s0.463449"	"s0.656194"	"s0.289385"	"s0.064619"	"s0.20827"	"s0.033551"	"s5.38507"	"s1.372625"	"s1.199565"	"s1.125751"	"s0.799912"	"s0.763167"	"s0.68722"	"s0.645033"	"s0.61219"	"s0.602142"	"s0.586524"	"s0.53926"	"s0.535405"	"s0.025682"	"s0.059744"	"s0.006224"	"s2.481101"	"s0.534137"	"s0.569299"	"s0.58815"	"s0.331766"	"s0.325109"	"s0.238622"	"s0.294177"	"s0.19614"	"s0.263641"	"s0.267104"	"s0.190027"	"s0.158308"	"s0.020333"	"s0.050785"	"s0.029726"	"s3.421681"	"s0.231333"	"s0.251538"	"s0.251454"	"s0.159816"	"s0.154945"	"s0.121968"	"s0.131822"	"s0.085555"	"s0.095036"	"s0.10386"	"s0.081846"	"s0.098184"	"s0.131315"	"s63.0"	"s0.012777"	"s189.0"	"s3.0"	"s0.372661"	"s0.038559"	"s0.748155"	false
